 voltage current power speed energy distance temperature batteryOK batteryVoltage ms
22625 25.23 0.01 0.44 0.73 59.84 173.63 0.0 1 0.0 2826857
22626 25.23 0.01 0.44 0.73 59.89 173.63 0.0 1 0.0 2826981
22627 25.23 0.01 0.44 0.68 59.95 173.82 0.0 1 0.0 2827104
22628 25.23 0.01 0.44 0.68 60.0 173.82 0.0 1 0.0 2827227
22629 25.23 0.01 0.44 0.68 60.06 173.82 0.0 1 0.0 2827351
22630 25.23 0.01 0.44 0.68 60.11 173.82 0.0 1 0.0 2827474
22631 25.23 0.01 0.44 0.68 60.17 173.82 0.0 1 0.0 2827598
22632 25.23 0.01 0.44 0.68 60.22 173.82 0.0 1 0.0 2827721
22633 25.23 0.01 0.44 0.68 60.28 173.82 0.0 1 0.0 2827849
22634 25.23 0.01 0.44 0.68 60.33 173.82 0.0 1 0.0 2827973
22635 25.23 0.01 0.44 0.68 60.39 173.82 0.0 1 0.0 2828096
22636 25.23 0.01 0.44 0.68 60.44 173.82 0.0 1 0.0 2828219
22637 25.23 0.01 0.44 0.68 60.5 173.82 0.0 1 0.0 2828343
22638 25.23 0.01 0.44 0.68 60.55 173.82 0.0 1 0.0 2828467
22639 25.23 0.01 0.44 0.68 60.61 173.82 0.0 1 0.0 2828602
22640 25.23 0.01 0.44 0.68 60.67 173.82 0.0 1 0.0 2828737
22641 25.23 0.01 0.44 0.68 60.72 173.82 0.0 1 0.0 2828861
22642 25.23 0.01 0.44 0.68 60.78 173.82 0.0 1 0.0 2828984
22643 25.23 0.01 0.44 0.0 60.84 173.82 0.0 1 0.0 2829112
22644 25.23 0.01 0.44 0.0 60.89 173.82 0.0 1 0.0 2829235
22645 25.23 0.01 0.44 0.0 60.94 173.82 0.0 1 0.0 2829360
22646 25.23 0.01 0.44 0.0 61.0 173.82 0.0 1 0.0 2829483
22647 25.23 0.01 0.44 0.0 61.05 173.82 0.0 1 0.0 2829607
22648 25.23 0.01 0.44 0.0 61.11 173.82 0.0 1 0.0 2829730
22649 25.23 0.01 0.44 0.0 61.16 173.82 0.0 1 0.0 2829853
22650 25.23 0.01 0.44 0.0 61.22 173.82 0.0 1 0.0 2829977
22651 25.23 0.01 0.44 0.0 61.27 173.82 0.0 1 0.0 2830100
22652 25.23 0.01 0.44 0.0 61.33 173.82 0.0 1 0.0 2830228
22653 25.23 0.01 0.44 0.0 61.38 173.82 0.0 1 0.0 2830352
22654 25.23 0.01 0.44 0.0 61.44 173.82 0.0 1 0.0 2830475
22655 25.23 0.01 0.44 0.28 61.49 174.0 0.0 1 0.0 2830598
22656 25.23 0.01 0.44 0.28 61.55 174.0 0.0 1 0.0 2830722
22657 25.23 0.01 0.44 0.28 61.6 174.0 0.0 1 0.0 2830845
22658 25.23 0.01 0.44 0.28 61.65 174.0 0.0 1 0.0 2830969
22659 25.23 0.01 0.44 0.28 61.71 174.0 0.0 1 0.0 2831092
22660 25.23 0.01 0.44 0.28 61.76 174.0 0.0 1 0.0 2831216
22661 25.23 0.01 0.44 0.28 61.82 174.0 0.0 1 0.0 2831350
22662 25.23 0.01 0.44 0.28 61.88 174.0 0.0 1 0.0 2831473
22663 25.23 0.06 1.58 0.28 62.07 174.0 0.0 1 0.0 2831596
22664 25.23 0.06 1.58 0.28 62.27 174.0 0.0 1 0.0 2831720
22665 25.18 1.27 32.1 0.28 66.25 174.0 0.0 1 0.0 2831843
22666 25.01 5.62 140.57 0.23 83.54 174.19 0.0 1 0.0 2831967
22667 25.01 5.46 136.69 0.23 101.99 174.19 0.0 1 0.0 2832101
22668 25.04 4.69 117.43 0.23 116.43 174.19 0.0 1 0.0 2832225
22669 25.06 4.19 105.11 0.23 129.47 174.38 0.0 1 0.0 2832348
22670 25.09 3.22 80.85 0.23 139.82 174.56 0.0 1 0.0 2832476
22671 25.12 2.29 57.6 0.23 147.59 174.56 0.0 1 0.0 2832612
22672 25.14 1.76 44.38 0.23 153.09 174.75 0.0 1 0.0 2832735
22673 25.15 1.62 40.8 0.24 158.11 174.94 0.0 1 0.0 2832859
22674 25.15 1.62 40.8 0.25 163.17 175.12 0.0 1 0.0 2832982
22675 25.07 3.74 93.82 0.25 174.71 175.12 0.0 1 0.0 2833106
22676 24.83 9.69 240.7 0.56 204.56 175.31 0.0 1 0.0 2833229
22677 24.66 14.46 356.69 1.15 248.43 175.5 0.0 1 0.0 2833353
22678 24.62 15.11 372.09 1.48 294.57 175.87 0.0 1 0.0 2833477
22679 24.62 14.36 353.54 1.62 339.82 176.06 0.0 1 0.0 2833605
22680 24.67 13.31 328.39 1.76 380.22 176.24 0.0 1 0.0 2833728
22681 24.73 11.58 286.47 2.07 415.74 176.62 0.0 1 0.0 2833851
22682 24.75 10.67 264.25 2.2 448.24 176.8 0.0 1 0.0 2833975
22683 24.75 10.67 264.25 2.43 481.01 177.18 0.0 1 0.0 2834099
22684 24.8 9.51 235.92 2.51 510.26 177.36 0.0 1 0.0 2834222
22685 24.75 10.51 260.27 2.66 542.27 177.73 0.0 1 0.0 2834346
22686 24.61 14.24 350.42 2.81 585.73 178.11 0.0 1 0.0 2834469
22687 24.6 14.28 351.4 2.98 630.71 178.48 0.0 1 0.0 2834597
22688 24.64 12.68 312.47 3.07 669.14 178.67 0.0 1 0.0 2834721
22689 24.66 12.5 308.23 3.22 707.36 179.04 0.0 1 0.0 2834844
22690 24.69 11.4 281.46 3.31 741.98 179.41 0.0 1 0.0 2834968
22691 24.71 10.94 270.31 3.46 775.5 179.97 0.0 1 0.0 2835091
22692 24.71 10.94 270.31 3.56 809.02 180.35 0.0 1 0.0 2835215
22693 24.76 9.68 239.7 3.65 838.5 180.72 0.0 1 0.0 2835338
22694 24.73 10.44 258.16 3.73 873.09 181.09 0.0 1 0.0 2835473
22695 24.6 13.34 328.15 3.85 913.79 181.65 0.0 1 0.0 2835597
22696 24.57 14.37 353.03 3.93 958.97 182.02 0.0 1 0.0 2835725
22697 24.56 14.56 357.7 3.97 1002.97 182.4 0.0 1 0.0 2835848
22698 24.59 13.62 334.86 4.06 1046.5 182.96 0.0 1 0.0 2835978
22699 24.61 12.89 317.35 4.09 1087.76 183.33 0.0 1 0.0 2836107
22700 24.63 12.43 306.23 4.15 1127.57 183.89 0.0 1 0.0 2836237
22701 24.64 11.92 293.69 4.25 1169.27 184.45 0.0 1 0.0 2836379
22702 24.68 10.89 268.85 4.36 1203.95 185.01 0.0 1 0.0 2836509
22703 24.69 10.3 254.3 4.39 1237.01 185.38 0.0 1 0.0 2836639
22704 24.69 10.3 254.3 4.5 1270.07 185.94 0.0 1 0.0 2836769
22705 24.71 9.87 243.99 4.57 1302.77 186.5 0.0 1 0.0 2836903
22706 24.59 13.05 320.9 4.63 1342.24 187.06 0.0 1 0.0 2837026
22707 24.56 13.53 332.28 4.72 1385.43 187.62 0.0 1 0.0 2837156
22708 24.59 13.54 332.95 4.76 1428.72 187.99 0.0 1 0.0 2837285
22709 24.49 15.14 370.88 4.83 1476.93 188.55 0.0 1 0.0 2837415
22710 24.4 17.43 425.37 4.92 1531.8 189.3 0.0 1 0.0 2837545
22711 24.42 16.99 414.79 4.97 1585.73 189.86 0.0 1 0.0 2837675
22712 24.4 17.41 424.74 5.07 1640.94 190.42 0.0 1 0.0 2837805
22713 24.3 19.49 473.68 5.16 1704.42 190.98 0.0 1 0.0 2837939
22714 24.17 22.95 554.79 5.23 1776.54 191.54 0.0 1 0.0 2838068
22715 24.14 23.1 557.66 5.34 1849.04 192.1 0.0 1 0.0 2838198
22716 24.1 24.22 583.61 5.43 1924.32 192.84 0.0 1 0.0 2838328
22717 24.12 23.87 575.81 5.59 1999.18 193.4 0.0 1 0.0 2838458
22718 24.12 23.87 575.81 5.72 2074.03 194.15 0.0 1 0.0 2838588
22719 24.05 24.72 594.58 5.73 2151.33 194.71 0.0 1 0.0 2838717
22720 24.07 24.05 578.97 5.83 2226.01 195.45 0.0 1 0.0 2838847
22721 24.08 23.26 560.16 5.91 2305.0 196.2 0.0 1 0.0 2838988
22722 24.12 22.3 537.84 6.01 2386.75 196.94 0.0 1 0.0 2839140
22723 24.17 21.03 508.28 6.08 2452.82 197.69 0.0 1 0.0 2839269
22724 24.22 19.53 473.06 6.15 2514.32 198.44 0.0 1 0.0 2839399
22725 24.57 10.76 264.35 6.16 2548.42 199.0 0.0 1 0.0 2839529
22726 24.58 10.69 262.83 6.19 2582.59 199.74 0.0 1 0.0 2839659
22727 24.49 12.92 316.55 6.24 2623.74 200.49 0.0 1 0.0 2839788
22728 24.49 12.84 314.42 6.28 2664.3 201.23 0.0 1 0.0 2839918
22729 24.52 12.25 300.28 6.32 2703.34 201.98 0.0 1 0.0 2840048
22730 24.52 12.23 299.91 6.35 2743.83 202.73 0.0 1 0.0 2840182
22731 24.54 11.56 283.73 6.37 2784.12 203.47 0.0 1 0.0 2840324
22732 24.57 10.86 266.79 6.42 2818.8 204.22 0.0 1 0.0 2840454
22733 24.61 9.8 241.26 6.46 2849.92 204.96 0.0 1 0.0 2840584
22734 24.6 10.38 255.37 6.48 2881.59 205.71 0.0 1 0.0 2840707
22735 24.64 9.46 233.05 6.52 2911.89 206.46 0.0 1 0.0 2840837
22736 24.64 9.46 233.05 6.55 2940.55 207.01 0.0 1 0.0 2840961
22737 24.62 9.62 236.87 6.55 2969.92 207.76 0.0 1 0.0 2841084
22738 24.64 9.45 232.87 6.59 2998.57 208.51 0.0 1 0.0 2841208
22739 24.47 13.76 336.75 6.63 3041.67 209.25 0.0 1 0.0 2841336
22740 24.32 17.32 421.39 6.73 3096.45 210.0 0.0 1 0.0 2841466
22741 24.15 21.72 524.56 6.77 3164.64 210.74 0.0 1 0.0 2841596
22742 24.02 24.94 599.12 6.87 3242.53 211.49 0.0 1 0.0 2841725
22743 24.02 24.12 579.54 6.96 3317.29 212.42 0.0 1 0.0 2841855
22744 24.01 25.12 603.04 7.02 3395.68 213.17 0.0 1 0.0 2841985
22745 23.84 28.24 673.21 7.07 3483.2 213.92 0.0 1 0.0 2842115
22746 23.89 27.28 651.79 7.2 3567.93 214.85 0.0 1 0.0 2842244
22747 23.89 26.33 629.09 7.33 3659.15 215.78 0.0 1 0.0 2842390
22748 23.9 26.28 628.12 7.34 3740.81 216.53 0.0 1 0.0 2842519
22749 23.9 26.28 628.12 7.43 3822.46 217.46 0.0 1 0.0 2842649
22750 23.91 25.17 601.93 7.45 3900.11 218.21 0.0 1 0.0 2842779
22751 23.93 25.61 612.91 7.53 3979.79 219.14 0.0 1 0.0 2842908
22752 23.95 24.65 590.61 7.6 4056.57 220.07 0.0 1 0.0 2843038
22753 23.96 24.12 578.07 7.7 4131.14 220.82 0.0 1 0.0 2843168
22754 23.99 23.78 570.57 7.75 4205.32 221.75 0.0 1 0.0 2843298
22755 23.99 22.97 551.08 7.76 4276.96 222.68 0.0 1 0.0 2843428
22756 24.0 22.87 548.85 7.86 4350.5 223.61 0.0 1 0.0 2843562
22757 24.02 22.82 548.34 7.93 4421.79 224.55 0.0 1 0.0 2843691
22758 24.02 22.16 532.46 7.99 4491.01 225.29 0.0 1 0.0 2843821
22759 24.04 21.2 509.59 8.03 4556.74 226.22 0.0 1 0.0 2843951
22760 24.08 21.05 506.98 8.08 4622.65 227.16 0.0 1 0.0 2844081
22761 24.04 20.92 503.0 8.18 4694.08 228.28 0.0 1 0.0 2844222
22762 24.05 19.77 475.37 8.22 4755.4 229.21 0.0 1 0.0 2844352
22763 24.07 19.57 471.01 8.27 4816.63 230.14 0.0 1 0.0 2844482
22764 24.07 19.57 471.01 8.33 4877.86 231.07 0.0 1 0.0 2844612
22765 24.12 20.22 487.82 8.39 4943.72 232.01 0.0 1 0.0 2844746
22766 24.1 19.18 462.2 8.46 5003.34 232.94 0.0 1 0.0 2844876
22767 24.13 18.61 449.05 8.51 5061.72 233.87 0.0 1 0.0 2845005
22768 24.13 18.84 454.72 8.55 5120.38 234.99 0.0 1 0.0 2845135
22769 24.14 17.92 432.62 8.63 5176.62 235.92 0.0 1 0.0 2845265
22770 24.19 17.74 429.23 8.7 5232.42 236.85 0.0 1 0.0 2845395
22771 24.18 16.95 409.75 8.68 5285.69 237.97 0.0 1 0.0 2845524
22772 24.19 17.0 411.15 8.74 5338.72 238.91 0.0 1 0.0 2845654
22773 24.18 16.81 406.59 8.76 5393.61 239.84 0.0 1 0.0 2845788
22774 24.2 17.01 411.68 8.75 5451.25 240.96 0.0 1 0.0 2845929
22775 24.2 16.42 397.36 8.78 5502.9 242.08 0.0 1 0.0 2846059
22776 24.21 16.37 396.26 8.85 5554.42 243.01 0.0 1 0.0 2846188
22777 24.25 16.7 404.85 8.87 5607.05 243.94 0.0 1 0.0 2846318
22778 24.23 15.96 386.71 8.85 5656.93 245.06 0.0 1 0.0 2846448
22779 24.77 2.0 49.6 8.88 5663.38 245.99 0.0 1 0.0 2846578
22780 24.77 2.0 49.6 8.85 5669.48 246.93 0.0 1 0.0 2846701
22781 24.86 0.01 0.37 8.82 5669.53 247.86 0.0 1 0.0 2846825
22782 24.88 0.01 0.37 8.8 5669.58 248.98 0.0 1 0.0 2846953
22783 24.89 0.01 0.37 8.82 5669.62 249.91 0.0 1 0.0 2847076
22784 24.89 0.01 0.37 8.82 5669.67 250.84 0.0 1 0.0 2847200
22785 24.9 0.01 0.37 8.79 5669.72 251.77 0.0 1 0.0 2847323
22786 24.91 0.01 0.37 8.77 5669.76 252.71 0.0 1 0.0 2847446
22787 24.92 0.01 0.37 8.77 5669.81 253.64 0.0 1 0.0 2847570
22788 24.92 0.01 0.37 8.74 5669.86 254.57 0.0 1 0.0 2847693
22789 24.92 0.01 0.37 8.69 5669.9 255.5 0.0 1 0.0 2847817
22790 24.93 0.01 0.37 8.7 5669.95 256.44 0.0 1 0.0 2847940
22791 24.93 0.01 0.37 8.68 5670.0 257.56 0.0 1 0.0 2848081
22792 24.94 0.01 0.37 8.64 5670.05 258.49 0.0 1 0.0 2848204
22793 24.94 0.01 0.37 8.64 5670.09 259.42 0.0 1 0.0 2848328
22794 24.95 0.01 0.37 8.65 5670.14 260.35 0.0 1 0.0 2848451
22795 24.95 0.01 0.37 8.6 5670.18 261.29 0.0 1 0.0 2848575
22796 24.96 0.01 0.37 8.61 5670.23 262.22 0.0 1 0.0 2848698
22797 24.96 0.01 0.37 8.56 5670.28 263.15 0.0 1 0.0 2848822
22798 24.96 0.01 0.37 8.56 5670.32 264.08 0.0 1 0.0 2848946
22799 24.97 0.01 0.37 8.51 5670.39 265.39 0.0 1 0.0 2849126
22800 24.97 0.01 0.37 8.45 5670.44 266.32 0.0 1 0.0 2849249
22801 24.97 0.01 0.37 8.5 5670.49 267.25 0.0 1 0.0 2849383
22802 24.97 0.01 0.37 8.48 5670.53 268.19 0.0 1 0.0 2849507
22803 24.98 0.01 0.37 8.44 5670.58 269.12 0.0 1 0.0 2849631
22804 24.98 0.01 0.37 8.45 5670.63 270.05 0.0 1 0.0 2849754
22805 24.98 0.01 0.37 8.4 5670.67 270.98 0.0 1 0.0 2849877
22806 24.98 0.01 0.37 8.33 5670.72 271.92 0.0 1 0.0 2850001
22807 24.99 0.01 0.37 8.36 5670.77 272.85 0.0 1 0.0 2850124
22808 24.99 0.01 0.37 8.35 5670.81 273.78 0.0 1 0.0 2850252
22809 24.99 0.01 0.37 8.32 5670.86 274.53 0.0 1 0.0 2850376
22810 24.99 0.01 0.37 8.33 5670.91 275.46 0.0 1 0.0 2850499
22811 24.99 0.01 0.37 8.29 5670.95 276.39 0.0 1 0.0 2850623
22812 25.0 0.01 0.37 8.31 5671.0 277.33 0.0 1 0.0 2850746
22813 25.0 0.01 0.37 8.26 5671.04 278.26 0.0 1 0.0 2850869
22814 25.0 0.01 0.38 8.28 5671.09 279.0 0.0 1 0.0 2850993
22815 25.0 0.01 0.38 8.26 5671.14 279.94 0.0 1 0.0 2851116
22816 25.0 0.01 0.38 8.22 5671.18 280.87 0.0 1 0.0 2851240
22817 25.01 0.01 0.38 8.21 5671.23 281.8 0.0 1 0.0 2851368
22818 25.01 0.01 0.38 8.2 5671.28 282.73 0.0 1 0.0 2851491
22819 25.01 0.01 0.38 8.25 5671.32 283.48 0.0 1 0.0 2851615
22820 25.01 0.01 0.38 8.17 5671.37 284.41 0.0 1 0.0 2851738
22821 25.01 0.01 0.38 8.13 5671.42 285.35 0.0 1 0.0 2851874
22822 25.01 0.01 0.44 8.15 5671.48 286.28 0.0 1 0.0 2851997
22823 25.02 0.01 0.38 8.09 5671.53 287.21 0.0 1 0.0 2852133
22824 25.02 0.01 0.44 8.14 5671.58 288.14 0.0 1 0.0 2852257
22825 25.02 0.01 0.44 8.11 5671.63 289.07 0.0 1 0.0 2852380
22826 25.02 0.01 0.44 8.05 5671.69 289.82 0.0 1 0.0 2852509
22827 25.02 0.01 0.44 8.06 5671.74 290.75 0.0 1 0.0 2852632
22828 25.02 0.01 0.44 8.05 5671.8 291.69 0.0 1 0.0 2852766
22829 25.03 0.01 0.44 8.06 5671.86 292.62 0.0 1 0.0 2852890
22830 25.03 0.01 0.44 8.02 5671.91 293.55 0.0 1 0.0 2853013
22831 25.03 0.01 0.44 7.97 5671.97 294.3 0.0 1 0.0 2853137
22832 25.03 0.01 0.44 7.98 5672.02 295.23 0.0 1 0.0 2853260
22833 25.03 0.01 0.44 7.99 5672.07 295.98 0.0 1 0.0 2853384
22834 25.03 0.01 0.44 8.01 5672.13 296.91 0.0 1 0.0 2853508
22835 25.03 0.01 0.44 7.92 5672.18 297.84 0.0 1 0.0 2853636
22836 25.03 0.01 0.44 7.88 5672.24 298.59 0.0 1 0.0 2853759
22837 25.04 0.01 0.38 7.92 5672.29 299.52 0.0 1 0.0 2853883
22838 25.04 0.01 0.44 7.89 5672.34 300.26 0.0 1 0.0 2854006
22839 25.04 0.01 0.44 7.87 5672.39 301.2 0.0 1 0.0 2854130
22840 25.04 0.01 0.44 7.86 5672.45 302.13 0.0 1 0.0 2854253
22841 25.04 0.01 0.44 7.86 5672.5 302.88 0.0 1 0.0 2854377
22842 25.04 0.01 0.44 7.82 5672.56 303.81 0.0 1 0.0 2854500
22843 25.04 0.01 0.44 7.83 5672.61 304.55 0.0 1 0.0 2854629
22844 25.04 0.01 0.44 7.8 5672.67 305.49 0.0 1 0.0 2854752
22845 25.05 0.01 0.44 7.74 5672.72 306.23 0.0 1 0.0 2854876
22846 25.05 0.01 0.44 7.73 5672.77 307.17 0.0 1 0.0 2854999
22847 25.05 0.01 0.44 7.73 5672.83 307.91 0.0 1 0.0 2855122
22848 25.05 0.01 0.44 7.73 5672.88 308.84 0.0 1 0.0 2855246
22849 25.05 0.01 0.44 7.7 5672.94 309.59 0.0 1 0.0 2855369
22850 25.05 0.01 0.44 7.7 5672.99 310.52 0.0 1 0.0 2855493
22851 25.05 0.01 0.44 7.67 5673.04 311.27 0.0 1 0.0 2855616
22852 25.05 0.01 0.44 7.63 5673.1 312.2 0.0 1 0.0 2855745
22853 25.05 0.01 0.44 7.65 5673.16 313.13 0.0 1 0.0 2855880
22854 25.05 0.01 0.44 7.64 5673.21 313.88 0.0 1 0.0 2856004
22855 25.06 0.01 0.44 7.65 5673.27 314.81 0.0 1 0.0 2856138
22856 25.06 0.01 0.44 7.59 5673.33 315.56 0.0 1 0.0 2856261
22857 25.06 0.01 0.44 7.6 5673.38 316.49 0.0 1 0.0 2856385
22858 25.06 0.01 0.44 7.55 5673.44 317.24 0.0 1 0.0 2856508
22859 25.06 0.01 0.44 7.53 5673.49 317.98 0.0 1 0.0 2856632
22860 25.06 0.01 0.44 7.51 5673.54 318.92 0.0 1 0.0 2856755
22861 25.06 0.01 0.44 7.45 5673.6 319.66 0.0 1 0.0 2856883
22862 25.06 0.01 0.44 7.43 5673.65 320.59 0.0 1 0.0 2857007
22863 25.06 0.01 0.44 7.42 5673.71 321.34 0.0 1 0.0 2857130
22864 25.06 0.01 0.44 7.42 5673.76 322.09 0.0 1 0.0 2857254
22865 25.06 0.01 0.44 7.44 5673.82 322.83 0.0 1 0.0 2857377
22866 25.06 0.01 0.44 7.43 5673.87 323.76 0.0 1 0.0 2857501
22867 25.06 0.01 0.44 7.38 5673.93 324.51 0.0 1 0.0 2857624
22868 25.06 0.01 0.44 7.4 5673.98 325.26 0.0 1 0.0 2857748
22869 25.07 0.01 0.44 7.37 5674.03 326.19 0.0 1 0.0 2857871
22870 25.07 0.01 0.44 7.36 5674.09 326.93 0.0 1 0.0 2857999
22871 25.07 0.01 0.44 7.32 5674.14 327.68 0.0 1 0.0 2858123
22872 25.07 0.01 0.44 7.33 5674.2 328.43 0.0 1 0.0 2858246
22873 25.07 0.01 0.44 7.29 5674.25 329.36 0.0 1 0.0 2858369
22874 25.07 0.01 0.44 7.26 5674.31 330.11 0.0 1 0.0 2858493
22875 25.07 0.01 0.44 7.28 5674.36 330.85 0.0 1 0.0 2858616
22876 25.07 0.01 0.44 7.23 5674.41 331.6 0.0 1 0.0 2858740
22877 25.07 0.01 0.44 7.24 5674.47 332.34 0.0 1 0.0 2858863
22878 25.07 0.01 0.44 7.23 5674.52 333.28 0.0 1 0.0 2858987
22879 25.07 0.01 0.44 7.2 5674.58 334.02 0.0 1 0.0 2859115
22880 25.07 0.01 0.44 7.22 5674.63 334.77 0.0 1 0.0 2859238
22881 25.07 0.01 0.44 7.16 5674.69 335.51 0.0 1 0.0 2859362
22882 25.08 0.01 0.44 7.15 5674.75 336.45 0.0 1 0.0 2859496
22883 25.08 0.01 0.44 7.17 5674.81 337.19 0.0 1 0.0 2859632
22884 25.08 0.01 0.44 7.12 5674.86 337.94 0.0 1 0.0 2859755
22885 25.08 0.01 0.44 7.13 5674.91 338.87 0.0 1 0.0 2859878
22886 25.08 0.01 0.44 7.1 5674.97 339.62 0.0 1 0.0 2860002
22887 25.08 0.01 0.44 7.08 5675.02 340.36 0.0 1 0.0 2860125
22888 25.08 0.01 0.44 7.07 5675.08 341.11 0.0 1 0.0 2860254
22889 25.08 0.01 0.44 7.05 5675.13 341.85 0.0 1 0.0 2860377
22890 25.08 0.01 0.44 7.06 5675.19 342.6 0.0 1 0.0 2860501
22891 25.08 0.01 0.44 7.06 5675.24 343.35 0.0 1 0.0 2860624
22892 25.08 0.01 0.44 7.06 5675.3 344.09 0.0 1 0.0 2860747
22893 25.08 0.01 0.44 7.03 5675.35 344.84 0.0 1 0.0 2860871
22894 25.08 0.01 0.44 7.05 5675.4 345.58 0.0 1 0.0 2860994
22895 25.08 0.01 0.44 7.04 5675.46 346.52 0.0 1 0.0 2861118
22896 25.08 0.01 0.44 7.07 5675.52 347.26 0.0 1 0.0 2861246
22897 25.08 0.01 0.44 7.02 5675.57 348.01 0.0 1 0.0 2861370
22898 25.08 0.01 0.44 7.07 5675.62 348.76 0.0 1 0.0 2861493
22899 25.09 0.01 0.44 7.04 5675.68 349.5 0.0 1 0.0 2861616
22900 25.09 0.01 0.44 7.08 5675.73 350.25 0.0 1 0.0 2861740
22901 25.09 0.01 0.44 7.06 5675.79 350.99 0.0 1 0.0 2861864
22902 25.09 0.01 0.44 7.1 5675.84 351.74 0.0 1 0.0 2861987
22903 25.09 0.01 0.44 7.1 5675.89 352.67 0.0 1 0.0 2862110
22904 25.09 0.01 0.44 7.08 5675.95 353.42 0.0 1 0.0 2862234
22905 25.09 0.01 0.44 7.09 5676.0 354.16 0.0 1 0.0 2862362
22906 25.09 0.01 0.44 7.1 5676.06 354.91 0.0 1 0.0 2862486
22907 25.09 0.01 0.44 7.11 5676.11 355.66 0.0 1 0.0 2862609
22908 25.09 0.01 0.44 7.11 5676.17 356.4 0.0 1 0.0 2862732
22909 25.09 0.01 0.44 7.12 5676.23 357.33 0.0 1 0.0 2862867
22910 25.09 0.01 0.44 7.15 5676.28 358.08 0.0 1 0.0 2862990
22911 25.09 0.01 0.44 7.12 5676.33 358.83 0.0 1 0.0 2863113
22912 25.09 0.01 0.44 7.16 5676.39 359.57 0.0 1 0.0 2863237
22913 25.09 0.01 0.44 7.16 5676.45 360.5 0.0 1 0.0 2863373
22914 25.09 0.01 0.44 7.17 5676.5 361.25 0.0 1 0.0 2863501
22915 25.09 0.01 0.44 7.15 5676.56 362.0 0.0 1 0.0 2863624
22916 25.09 0.01 0.44 7.17 5676.61 362.74 0.0 1 0.0 2863748
22917 25.09 0.01 0.44 7.19 5676.67 363.49 0.0 1 0.0 2863871
22918 25.09 0.01 0.44 7.18 5676.72 364.42 0.0 1 0.0 2863995
22919 25.1 0.01 0.44 7.23 5676.78 365.17 0.0 1 0.0 2864118
22920 25.1 0.01 0.44 7.18 5676.83 365.91 0.0 1 0.0 2864242
22921 25.1 0.01 0.44 7.24 5676.88 366.66 0.0 1 0.0 2864365
22922 25.1 0.01 0.44 7.22 5676.94 367.4 0.0 1 0.0 2864489
22923 25.1 0.01 0.44 7.26 5676.99 368.34 0.0 1 0.0 2864617
22924 25.1 0.01 0.44 7.25 5677.05 369.08 0.0 1 0.0 2864740
22925 25.1 0.01 0.44 7.27 5677.1 369.83 0.0 1 0.0 2864864
22926 25.1 0.01 0.44 7.25 5677.16 370.58 0.0 1 0.0 2864987
22927 25.1 0.01 0.44 7.27 5677.21 371.51 0.0 1 0.0 2865111
22928 25.1 0.01 0.44 7.31 5677.27 372.25 0.0 1 0.0 2865234
22929 25.1 0.01 0.44 7.33 5677.32 373.0 0.0 1 0.0 2865358
22930 25.1 0.01 0.44 7.28 5677.37 373.75 0.0 1 0.0 2865481
22931 25.1 0.01 0.44 7.34 5677.43 374.68 0.0 1 0.0 2865605
22932 25.1 0.01 0.44 7.34 5677.48 375.42 0.0 1 0.0 2865733
22933 25.1 0.01 0.44 7.34 5677.54 376.17 0.0 1 0.0 2865856
22934 25.1 0.01 0.44 7.33 5677.59 376.92 0.0 1 0.0 2865980
22935 25.1 0.01 0.44 7.33 5677.65 377.85 0.0 1 0.0 2866103
22936 25.1 0.01 0.44 7.34 5677.71 378.6 0.0 1 0.0 2866237
22937 25.1 0.01 0.44 7.36 5677.76 379.53 0.0 1 0.0 2866361
22938 25.1 0.01 0.44 7.35 5677.82 380.27 0.0 1 0.0 2866484
22939 25.1 0.01 0.44 7.37 5677.87 381.02 0.0 1 0.0 2866608
22940 25.1 0.01 0.44 7.36 5677.92 381.77 0.0 1 0.0 2866731
22941 25.1 0.01 0.44 7.35 5677.98 382.7 0.0 1 0.0 2866866
22942 25.1 0.01 0.44 7.42 5678.04 383.44 0.0 1 0.0 2866989
22943 25.1 0.01 0.44 7.42 5678.09 384.38 0.0 1 0.0 2867112
22944 25.1 0.01 0.44 7.41 5678.15 385.12 0.0 1 0.0 2867248
22945 25.1 0.01 0.44 7.38 5678.21 386.05 0.0 1 0.0 2867372
22946 25.11 0.01 0.44 7.33 5678.26 386.8 0.0 1 0.0 2867495
22947 25.11 0.01 0.44 7.34 5678.31 387.55 0.0 1 0.0 2867618
22948 25.11 0.01 0.44 7.27 5678.37 388.29 0.0 1 0.0 2867742
22949 25.11 0.01 0.44 7.28 5678.42 389.23 0.0 1 0.0 2867870
22950 25.11 0.01 0.44 7.3 5678.48 389.97 0.0 1 0.0 2867993
22951 25.11 0.01 0.44 7.29 5678.53 390.72 0.0 1 0.0 2868117
22952 25.11 0.01 0.44 7.28 5678.59 391.46 0.0 1 0.0 2868241
22953 25.11 0.01 0.44 7.28 5678.64 392.4 0.0 1 0.0 2868365
22954 25.11 0.01 0.44 7.25 5678.7 393.14 0.0 1 0.0 2868488
22955 25.11 0.01 0.44 7.25 5678.75 393.89 0.0 1 0.0 2868612
22956 25.11 0.01 0.44 7.23 5678.8 394.63 0.0 1 0.0 2868735
22957 25.11 0.01 0.44 7.26 5678.86 395.38 0.0 1 0.0 2868859
22958 25.11 0.01 0.44 7.23 5678.91 396.31 0.0 1 0.0 2868987
