35.326001842,-78.510911699,35.6432
35.326001836,-78.510911683,35.6436
35.32600184,-78.510911692,35.6438
35.32600183,-78.510911699,35.6468
35.326001836,-78.510911697,35.644
35.326001835,-78.510911717,35.6444
35.326001849,-78.510911695,35.6426
35.326001838,-78.510911707,35.6453
35.326001836,-78.51091171,35.6471
35.326001837,-78.510911722,35.644
35.326001838,-78.51091171,35.6423
35.326001844,-78.510911723,35.643
35.326001841,-78.510911713,35.6432
35.32600184,-78.510911678,35.6467
35.326001846,-78.510911687,35.646
35.326001855,-78.51091169,35.6443
35.326001854,-78.510911686,35.6432
35.326001846,-78.510911687,35.6462
35.326001844,-78.51091169,35.6454
35.326001847,-78.510911672,35.6463
35.326001847,-78.510911678,35.6454
35.326001855,-78.510911679,35.6438
35.326001847,-78.510911692,35.6444
35.326001838,-78.51091169,35.6439
35.32600184,-78.510911699,35.6435
35.326001842,-78.510911686,35.6451
35.326001838,-78.510911687,35.6442
35.326001845,-78.510911687,35.642
35.32600183,-78.510911688,35.6447
35.326001839,-78.51091168,35.6419
35.326001833,-78.510911686,35.6416
35.32600183,-78.510911677,35.6425
35.326001838,-78.510911685,35.643
35.326001834,-78.510911654,35.6465
35.326001837,-78.510911673,35.6432
35.32600183,-78.510911663,35.6455
35.326001826,-78.510911668,35.6462
35.326001829,-78.510911658,35.6468
35.326001828,-78.510911655,35.6448
35.326001832,-78.510911661,35.6433
35.326001813,-78.510911658,35.6432
35.326001807,-78.510911653,35.6436
35.326001817,-78.510911643,35.6427
35.326001829,-78.510911629,35.6409
35.326001818,-78.510911644,35.642
35.32600181,-78.510911619,35.6419
35.326001812,-78.510911628,35.6404
35.326001799,-78.510911631,35.6417
35.326001808,-78.510911627,35.6419
35.326001789,-78.510911615,35.6396
35.326001796,-78.510911622,35.641
35.326001798,-78.51091162,35.6411
35.326001789,-78.510911618,35.6432
35.326001832,-78.510911668,35.6486
35.326001833,-78.510911646,35.6448
35.326001833,-78.510911661,35.6458
35.326001824,-78.51091165,35.6461
35.326001824,-78.51091165,35.6457
35.326001832,-78.51091166,35.6461
35.326001827,-78.510911647,35.6463
35.326001838,-78.510911643,35.6452
35.326001824,-78.510911628,35.6461
35.326001821,-78.510911627,35.6484
35.326001825,-78.510911638,35.648
35.326001822,-78.510911636,35.649
35.326001846,-78.510911627,35.6443
35.326001819,-78.510911632,35.6475
35.326001827,-78.510911626,35.6478
35.326001823,-78.510911634,35.6469
35.32600184,-78.510911645,35.6454
35.326001848,-78.510911632,35.6435
35.326001838,-78.510911633,35.6451
35.32600184,-78.510911617,35.6441
35.326001842,-78.510911678,35.6449
35.326001852,-78.510911677,35.6434
35.326001855,-78.510911655,35.6452
35.326001858,-78.510911652,35.6422
35.326001861,-78.510911659,35.6437
35.326001868,-78.510911666,35.6426
35.326001855,-78.510911654,35.6423
35.326001864,-78.510911671,35.6401
35.326001872,-78.510911656,35.6374
35.32600188,-78.510911667,35.6374
35.326001874,-78.51091167,35.6378
35.326001874,-78.510911675,35.6355
35.326001886,-78.510911668,35.637
35.326001896,-78.510911659,35.6354
35.326001886,-78.510911668,35.6377
35.326001892,-78.510911675,35.6356
35.326001882,-78.51091167,35.6369
35.326001899,-78.510911677,35.6332
35.326001905,-78.510911668,35.634
35.326001893,-78.510911681,35.6351
35.326001836,-78.510911677,35.6449
35.326001846,-78.510911679,35.6449
35.326001847,-78.510911667,35.6463
35.326001843,-78.510911675,35.644
35.326001843,-78.510911675,35.6449
35.326001839,-78.51091165,35.647
35.326001844,-78.510911662,35.6448
35.326001834,-78.510911673,35.6459
35.32600184,-78.51091166,35.6439
35.326001844,-78.510911657,35.6428
35.326001827,-78.510911654,35.6463
35.326001842,-78.510911651,35.6448
35.326001838,-78.510911652,35.6432
35.326001833,-78.510911662,35.6429
35.32600183,-78.510911658,35.6419
35.326001818,-78.510911652,35.645
35.326001813,-78.510911652,35.6452
35.32600182,-78.510911662,35.6441
35.326001815,-78.510911646,35.6452
35.326001813,-78.510911653,35.645
35.32600186,-78.510911676,35.6464
35.326001842,-78.51091166,35.6485
35.326001855,-78.510911662,35.6463
35.326001849,-78.510911651,35.6471
35.326001851,-78.510911658,35.6441
35.326001853,-78.51091165,35.6463
35.326001849,-78.510911645,35.6463
35.326001851,-78.510911651,35.6459
35.326001854,-78.510911638,35.6464
35.326001843,-78.510911627,35.6465
35.326001842,-78.510911641,35.6443
35.326001839,-78.51091164,35.6448
35.326001854,-78.510911627,35.645
35.326001845,-78.510911622,35.6464
35.326001845,-78.510911626,35.6452
35.326001839,-78.510911632,35.6451
35.326001841,-78.510911633,35.6446
35.326001852,-78.510911619,35.6441
35.326001846,-78.510911616,35.6447
35.326001847,-78.510911619,35.644
35.326001842,-78.510911665,35.646
35.326001849,-78.510911656,35.6467
35.326001851,-78.510911652,35.648
35.326001852,-78.510911651,35.6429
35.326001852,-78.510911651,35.6455
35.326001839,-78.51091167,35.6457
35.326001848,-78.510911754,35.6432
35.32600184,-78.510911878,35.6433
35.326001836,-78.510912063,35.6465
35.326001859,-78.510912321,35.6437
35.326001857,-78.510912629,35.6447
35.326001866,-78.510913001,35.6397
35.326001846,-78.510913398,35.6458
35.326001864,-78.510913831,35.6418
35.326001873,-78.510914289,35.6422
35.326001875,-78.510914815,35.641
35.326001881,-78.510915379,35.6393
35.326001869,-78.510915942,35.644
35.326001871,-78.510916562,35.6448
35.326001867,-78.510917195,35.6424
35.326001853,-78.510917884,35.6441
35.326001839,-78.510918648,35.6457
35.326001823,-78.510919427,35.6454
