pc_time,gps_time,tow(sec),north(meters),east(meters),down(meters),h_accuracy(meters),v_accuracy(meters),distance(meters),num_sats,flags,num_hypothesis
2018-06-02 18:22:41.426000,2018-06-02 22:23:0.300000,598980.300,-39.9650,-92.7590,-1.1890,0.0180,0.0350,101.0091,9,4,0
2018-06-02 18:22:41.624000,2018-06-02 22:23:0.400000,598980.400,-39.9930,-92.9350,-1.1900,0.0190,0.0360,101.1819,9,4,0
2018-06-02 18:22:41.698000,2018-06-02 22:23:0.500000,598980.500,-40.0250,-93.1220,-1.1890,0.0190,0.0360,101.3663,9,4,0
2018-06-02 18:22:41.755000,2018-06-02 22:23:0.600000,598980.600,-40.0450,-93.3130,-1.1890,0.0200,0.0370,101.5497,9,4,0
2018-06-02 18:22:41.842000,2018-06-02 22:23:0.700000,598980.700,-40.0570,-93.5070,-1.1940,0.0200,0.0380,101.7327,9,4,0
2018-06-02 18:22:41.915000,2018-06-02 22:23:0.800000,598980.800,-40.0600,-93.7130,-1.2020,0.0170,0.0320,101.9234,9,4,0
2018-06-02 18:22:42.001000,2018-06-02 22:23:0.900000,598980.900,-40.0500,-93.9220,-1.2000,0.0170,0.0320,102.1116,9,4,0
2018-06-02 18:22:42.140000,2018-06-02 22:23:1.000000,598981.000,-40.0380,-94.1260,-1.2190,0.0170,0.0330,102.2948,9,4,0
2018-06-02 18:22:42.210000,2018-06-02 22:23:1.100000,598981.100,-39.9970,-94.3380,-1.2280,0.0180,0.0340,102.4740,9,4,0
2018-06-02 18:22:42.338000,2018-06-02 22:23:1.200000,598981.200,-39.9610,-94.5520,-1.2140,0.0180,0.0340,102.6569,9,4,0
2018-06-02 18:22:42.452000,2018-06-02 22:23:1.300000,598981.300,-39.9050,-94.7700,-1.2130,0.0180,0.0350,102.8360,9,4,0
2018-06-02 18:22:42.512000,2018-06-02 22:23:1.400000,598981.400,-39.8400,-94.9830,-1.2140,0.0190,0.0360,103.0071,9,4,0
2018-06-02 18:22:42.662000,2018-06-02 22:23:1.500000,598981.500,-39.7700,-95.1950,-1.2120,0.0190,0.0360,103.1756,9,4,0
2018-06-02 18:22:42.737000,2018-06-02 22:23:1.600000,598981.600,-39.6940,-95.4090,-1.2160,0.0200,0.0370,103.3439,9,4,0
2018-06-02 18:22:42.860000,2018-06-02 22:23:1.700000,598981.700,-39.6130,-95.6290,-1.2060,0.0200,0.0380,103.5159,9,4,0
2018-06-02 18:22:42.950000,2018-06-02 22:23:1.800000,598981.800,-39.5120,-95.8510,-1.2110,0.0170,0.0320,103.6826,9,4,0
2018-06-02 18:22:43.000000,2018-06-02 22:23:1.900000,598981.900,-39.3880,-96.0660,-1.2130,0.0170,0.0320,103.8343,9,4,0
2018-06-02 18:22:43.141000,2018-06-02 22:23:2.000000,598982.000,-39.2560,-96.2820,-1.2070,0.0170,0.0330,103.9842,9,4,0
2018-06-02 18:22:43.194000,2018-06-02 22:23:2.100000,598982.100,-39.1230,-96.4880,-1.2130,0.0180,0.0340,104.1250,9,4,0
2018-06-02 18:22:43.356000,2018-06-02 22:23:2.200000,598982.200,-38.9620,-96.6910,-1.2320,0.0180,0.0340,104.2531,9,4,0
2018-06-02 18:22:43.461000,2018-06-02 22:23:2.300000,598982.300,-38.7950,-96.8910,-1.1940,0.0180,0.0350,104.3760,9,4,0
2018-06-02 18:22:43.521000,2018-06-02 22:23:2.400000,598982.400,-38.6230,-97.0810,-1.1920,0.0190,0.0360,104.4886,9,4,0
2018-06-02 18:22:43.597000,2018-06-02 22:23:2.500000,598982.500,-38.4250,-97.2670,-1.2000,0.0190,0.0360,104.5887,9,4,0
2018-06-02 18:22:43.726000,2018-06-02 22:23:2.600000,598982.600,-38.2270,-97.4450,-1.1840,0.0200,0.0370,104.6816,9,4,0
2018-06-02 18:22:43.851000,2018-06-02 22:23:2.700000,598982.700,-37.9960,-97.6120,-1.1800,0.0200,0.0380,104.7530,9,4,0
2018-06-02 18:22:43.944000,2018-06-02 22:23:2.800000,598982.800,-37.7670,-97.7670,-1.1810,0.0170,0.0320,104.8147,9,4,0
2018-06-02 18:22:44.026000,2018-06-02 22:23:2.900000,598982.900,-37.5290,-97.9140,-1.1600,0.0170,0.0320,104.8662,9,4,0
2018-06-02 18:22:44.114000,2018-06-02 22:23:3.000000,598983.000,-37.2820,-98.0510,-1.1420,0.0170,0.0330,104.9059,9,4,0
2018-06-02 18:22:44.217000,2018-06-02 22:23:3.100000,598983.100,-37.0060,-98.1730,-1.1440,0.0180,0.0340,104.9223,9,4,0
2018-06-02 18:22:44.343000,2018-06-02 22:23:3.200000,598983.200,-36.7290,-98.2830,-1.1460,0.0180,0.0340,104.9280,9,4,0
2018-06-02 18:22:44.415000,2018-06-02 22:23:3.300000,598983.300,-36.4400,-98.3780,-1.1220,0.0180,0.0350,104.9160,9,4,0
2018-06-02 18:22:44.515000,2018-06-02 22:23:3.400000,598983.400,-36.1520,-98.4600,-1.1110,0.0190,0.0360,104.8932,9,4,0
2018-06-02 18:22:44.592000,2018-06-02 22:23:3.500000,598983.500,-35.8680,-98.5290,-1.1040,0.0190,0.0360,104.8604,9,4,0
2018-06-02 18:22:44.733000,2018-06-02 22:23:3.600000,598983.600,-35.5690,-98.5770,-1.0930,0.0200,0.0370,104.8035,9,4,0
2018-06-02 18:22:44.848000,2018-06-02 22:23:3.700000,598983.700,-35.2620,-98.6210,-1.0740,0.0200,0.0380,104.7409,9,4,0
2018-06-02 18:22:44.902000,2018-06-02 22:23:3.800000,598983.800,-34.9520,-98.6430,-1.0720,0.0170,0.0320,104.6577,9,4,0
2018-06-02 18:22:45.065000,2018-06-02 22:23:3.900000,598983.900,-34.6380,-98.6610,-1.0580,0.0170,0.0320,104.5701,9,4,0
2018-06-02 18:22:45.123000,2018-06-02 22:23:4.000000,598984.000,-34.3280,-98.6680,-1.0490,0.0170,0.0330,104.4743,9,4,0
2018-06-02 18:22:45.197000,2018-06-02 22:23:4.100000,598984.100,-34.0200,-98.6610,-1.0340,0.0180,0.0340,104.3668,9,4,0
2018-06-02 18:22:45.354000,2018-06-02 22:23:4.200000,598984.200,-33.7120,-98.6430,-1.0140,0.0180,0.0340,104.2495,9,4,0
2018-06-02 18:22:45.429000,2018-06-02 22:23:4.300000,598984.300,-33.3960,-98.6150,-0.9980,0.0180,0.0350,104.1211,9,4,0
2018-06-02 18:22:45.534000,2018-06-02 22:23:4.400000,598984.400,-33.0800,-98.5780,-0.9760,0.0190,0.0360,103.9849,9,4,0
2018-06-02 18:22:45.604000,2018-06-02 22:23:4.500000,598984.500,-32.7760,-98.5370,-0.9600,0.0190,0.0360,103.8495,9,4,0
2018-06-02 18:22:45.728000,2018-06-02 22:23:4.600000,598984.600,-32.4680,-98.4850,-0.9410,0.0200,0.0370,103.7032,9,4,0
2018-06-02 18:22:45.830000,2018-06-02 22:23:4.700000,598984.700,-32.1520,-98.4260,-0.9250,0.0200,0.0380,103.5485,9,4,0
2018-06-02 18:22:45.902000,2018-06-02 22:23:4.800000,598984.800,-31.8480,-98.3640,-0.9080,0.0170,0.0320,103.3953,9,4,0
2018-06-02 18:22:46.067000,2018-06-02 22:23:4.900000,598984.900,-31.5350,-98.2950,-0.8880,0.0170,0.0320,103.2335,9,4,0
2018-06-02 18:22:46.150000,2018-06-02 22:23:5.000000,598985.000,-31.2230,-98.2240,-0.8660,0.0170,0.0330,103.0708,9,4,0
2018-06-02 18:22:46.192000,2018-06-02 22:23:5.100000,598985.100,-30.9100,-98.1460,-0.8490,0.0180,0.0340,102.9018,9,4,0
2018-06-02 18:22:46.356000,2018-06-02 22:23:5.200000,598985.200,-30.5860,-98.0650,-0.8480,0.0180,0.0340,102.7276,9,4,0
2018-06-02 18:22:46.418000,2018-06-02 22:23:5.300000,598985.300,-30.2690,-97.9840,-0.8400,0.0180,0.0350,102.5562,9,4,0
2018-06-02 18:22:46.518000,2018-06-02 22:23:5.400000,598985.400,-29.9480,-97.8940,-0.8110,0.0190,0.0360,102.3757,9,4,0
2018-06-02 18:22:46.679000,2018-06-02 22:23:5.500000,598985.500,-29.6200,-97.8020,-0.7870,0.0190,0.0360,102.1920,9,4,0
2018-06-02 18:22:46.761000,2018-06-02 22:23:5.600000,598985.600,-29.2960,-97.7050,-0.7620,0.0200,0.0370,102.0054,9,4,0
2018-06-02 18:22:46.858000,2018-06-02 22:23:5.700000,598985.700,-28.9560,-97.6060,-0.7460,0.0200,0.0380,101.8132,9,4,0
2018-06-02 18:22:46.925000,2018-06-02 22:23:5.800000,598985.800,-28.6250,-97.5080,-0.7390,0.0170,0.0320,101.6255,9,4,0
2018-06-02 18:22:47.000000,2018-06-02 22:23:5.900000,598985.900,-28.2930,-97.4070,-0.7130,0.0170,0.0320,101.4353,9,4,0
2018-06-02 18:22:47.133000,2018-06-02 22:23:6.000000,598986.000,-27.9530,-97.3010,-0.6860,0.0170,0.0330,101.2390,9,4,0
2018-06-02 18:22:47.195000,2018-06-02 22:23:6.100000,598986.100,-27.6200,-97.1950,-0.6680,0.0180,0.0340,101.0454,9,4,0
2018-06-02 18:22:47.447000,2018-06-02 22:23:6.200000,598986.200,-27.2830,-97.0810,-0.6400,0.0180,0.0340,100.8439,9,4,0
2018-06-02 18:22:47.773000,2018-06-02 22:23:6.300000,598986.300,-26.9420,-96.9660,-0.6150,0.0180,0.0350,100.6412,9,4,0
2018-06-02 18:22:47.912000,2018-06-02 22:23:6.400000,598986.400,-26.5870,-96.8450,-0.5940,0.0190,0.0360,100.4300,9,4,0
2018-06-02 18:22:47.977000,2018-06-02 22:23:6.500000,598986.500,-26.2380,-96.7220,-0.5710,0.0190,0.0360,100.2193,9,4,0
2018-06-02 18:22:48.043000,2018-06-02 22:23:6.600000,598986.600,-25.8750,-96.5920,-0.5500,0.0200,0.0370,99.9992,9,4,0
2018-06-02 18:22:48.134000,2018-06-02 22:23:6.700000,598986.700,-25.5190,-96.4580,-0.5280,0.0200,0.0380,99.7780,9,4,0
2018-06-02 18:22:48.195000,2018-06-02 22:23:6.800000,598986.800,-25.1480,-96.3150,-0.5050,0.0170,0.0320,99.5452,9,4,0
2018-06-02 18:22:48.263000,2018-06-02 22:23:6.900000,598986.900,-24.7700,-96.1710,-0.4800,0.0170,0.0320,99.3108,9,4,0
2018-06-02 18:22:48.330000,2018-06-02 22:23:7.000000,598987.000,-24.3920,-96.0240,-0.4460,0.0170,0.0330,99.0746,9,4,0
2018-06-02 18:22:48.389000,2018-06-02 22:23:7.100000,598987.100,-24.0030,-95.8730,-0.4170,0.0180,0.0340,98.8329,9,4,0
2018-06-02 18:22:48.466000,2018-06-02 22:23:7.200000,598987.200,-23.5990,-95.7170,-0.3940,0.0180,0.0340,98.5840,9,4,0
2018-06-02 18:22:48.559000,2018-06-02 22:23:7.300000,598987.300,-23.2050,-95.5580,-0.3580,0.0180,0.0350,98.3358,9,4,0
2018-06-02 18:22:48.616000,2018-06-02 22:23:7.400000,598987.400,-22.7920,-95.3930,-0.3210,0.0190,0.0360,98.0786,9,4,0
2018-06-02 18:22:48.675000,2018-06-02 22:23:7.500000,598987.500,-22.3790,-95.2240,-0.2970,0.0190,0.0360,97.8188,9,4,0
2018-06-02 18:22:48.748000,2018-06-02 22:23:7.600000,598987.600,-21.9600,-95.0490,-0.2680,0.0200,0.0370,97.5532,9,4,0
2018-06-02 18:22:48.877000,2018-06-02 22:23:7.700000,598987.700,-21.5210,-94.8700,-0.2410,0.0200,0.0380,97.2807,9,4,0
2018-06-02 18:22:48.934000,2018-06-02 22:23:7.800000,598987.800,-21.0740,-94.6840,-0.2150,0.0170,0.0320,97.0011,9,4,0
2018-06-02 18:22:49.026000,2018-06-02 22:23:7.900000,598987.900,-20.6250,-94.5020,-0.1760,0.0170,0.0320,96.7267,9,4,0
2018-06-02 18:22:49.110000,2018-06-02 22:23:8.000000,598988.000,-20.1590,-94.3070,-0.1500,0.0170,0.0330,96.4376,9,4,0
2018-06-02 18:22:49.198000,2018-06-02 22:23:8.100000,598988.100,-19.6900,-94.1090,-0.1160,0.0180,0.0340,96.1468,9,4,0
2018-06-02 18:22:49.450000,2018-06-02 22:23:8.200000,598988.200,-19.2150,-93.9050,-0.0860,0.0180,0.0340,95.8508,9,4,0
2018-06-02 18:22:49.498000,2018-06-02 22:23:8.300000,598988.300,-18.7460,-93.7050,-0.0510,0.0180,0.0350,95.5617,9,4,0
2018-06-02 18:22:49.557000,2018-06-02 22:23:8.400000,598988.400,-18.2580,-93.4970,-0.0150,0.0190,0.0360,95.2630,9,4,0
2018-06-02 18:22:49.628000,2018-06-02 22:23:8.500000,598988.500,-17.7710,-93.2810,0.0090,0.0190,0.0360,94.9587,9,4,0
2018-06-02 18:22:49.709000,2018-06-02 22:23:8.600000,598988.600,-17.2830,-93.0690,0.0330,0.0200,0.0370,94.6601,9,4,0
2018-06-02 18:22:49.907000,2018-06-02 22:23:8.700000,598988.700,-16.7850,-92.8560,0.0720,0.0200,0.0380,94.3609,9,4,0
2018-06-02 18:22:49.990000,2018-06-02 22:23:8.800000,598988.800,-16.3140,-92.6480,0.1100,0.0170,0.0320,94.0734,9,4,0
2018-06-02 18:22:50.053000,2018-06-02 22:23:8.900000,598988.900,-15.8270,-92.4340,0.1360,0.0170,0.0320,93.7793,9,4,0
2018-06-02 18:22:50.125000,2018-06-02 22:23:9.000000,598989.000,-15.3290,-92.2210,0.1810,0.0170,0.0330,93.4865,9,4,0
2018-06-02 18:22:50.198000,2018-06-02 22:23:9.100000,598989.100,-14.8460,-92.0030,0.2320,0.0180,0.0340,93.1934,9,4,0
2018-06-02 18:22:50.524000,2018-06-02 22:23:9.200000,598989.200,-14.3410,-91.7790,0.2560,0.0180,0.0340,92.8930,9,4,0
2018-06-02 18:22:50.735000,2018-06-02 22:23:9.300000,598989.300,-13.8290,-91.5560,0.2690,0.0180,0.0350,92.5949,9,4,0
2018-06-02 18:22:50.806000,2018-06-02 22:23:9.400000,598989.400,-13.3140,-91.3330,0.2950,0.0190,0.0360,92.2988,9,4,0
2018-06-02 18:22:50.873000,2018-06-02 22:23:9.500000,598989.500,-12.8020,-91.1160,0.3210,0.0190,0.0360,92.0115,9,4,0
2018-06-02 18:22:50.927000,2018-06-02 22:23:9.600000,598989.600,-12.3000,-90.8830,0.3330,0.0200,0.0370,91.7122,9,4,0
2018-06-02 18:22:51.052000,2018-06-02 22:23:9.700000,598989.700,-11.7990,-90.6520,0.3420,0.0200,0.0380,91.4173,9,4,0
2018-06-02 18:22:51.132000,2018-06-02 22:23:9.800000,598989.800,-11.2890,-90.4240,0.3830,0.0170,0.0320,91.1268,9,4,0
2018-06-02 18:22:51.169000,2018-06-02 22:23:9.900000,598989.900,-10.7630,-90.2010,0.4310,0.0170,0.0320,90.8419,9,4,0
2018-06-02 18:22:51.245000,2018-06-02 22:23:10.000000,598990.000,-10.2320,-89.9680,0.4570,0.0170,0.0330,90.5491,9,4,0
2018-06-02 18:22:51.311000,2018-06-02 22:23:10.100000,598990.100,-9.7090,-89.7320,0.4740,0.0180,0.0340,90.2570,9,4,0
2018-06-02 18:22:51.390000,2018-06-02 22:23:10.200000,598990.200,-9.1590,-89.4910,0.5160,0.0180,0.0340,89.9600,9,4,0
2018-06-02 18:22:51.468000,2018-06-02 22:23:10.300000,598990.300,-8.6240,-89.2490,0.5600,0.0180,0.0350,89.6664,9,4,0
2018-06-02 18:22:51.528000,2018-06-02 22:23:10.400000,598990.400,-8.1030,-89.0110,0.6080,0.0190,0.0360,89.3811,9,4,0
2018-06-02 18:22:51.605000,2018-06-02 22:23:10.500000,598990.500,-7.5460,-88.7620,0.6430,0.0210,0.0370,89.0845,9,4,0
2018-06-02 18:22:51.742000,2018-06-02 22:23:10.600000,598990.600,-7.0100,-88.5250,0.6590,0.0210,0.0380,88.8046,9,4,0
2018-06-02 18:22:51.824000,2018-06-02 22:23:10.700000,598990.700,-6.4920,-88.2850,0.7120,0.0210,0.0380,88.5262,9,4,0
2018-06-02 18:22:51.890000,2018-06-02 22:23:10.800000,598990.800,-5.9600,-88.0410,0.7290,0.0220,0.0340,88.2455,8,4,0
2018-06-02 18:22:52.002000,2018-06-02 22:23:10.900000,598990.900,-5.4310,-87.7980,0.7670,0.0230,0.0350,87.9692,9,4,0
2018-06-02 18:22:52.148000,2018-06-02 22:23:11.000000,598991.000,-4.8940,-87.5500,0.8000,0.0230,0.0360,87.6903,9,4,0
2018-06-02 18:22:52.200000,2018-06-02 22:23:11.100000,598991.100,-4.3580,-87.3030,0.8320,0.0240,0.0370,87.4157,9,4,0
2018-06-02 18:22:52.566000,2018-06-02 22:23:11.200000,598991.200,-3.8140,-87.0570,0.8520,0.0240,0.0370,87.1447,9,4,0
2018-06-02 18:22:52.633000,2018-06-02 22:23:11.300000,598991.300,-3.2720,-86.8060,0.8870,0.0250,0.0380,86.8722,9,4,0
2018-06-02 18:22:52.696000,2018-06-02 22:23:11.400000,598991.400,-2.7300,-86.5520,0.9190,0.0250,0.0390,86.5999,9,4,0
2018-06-02 18:22:52.753000,2018-06-02 22:23:11.500000,598991.500,-2.1810,-86.2980,0.9450,0.0260,0.0400,86.3307,9,4,0
2018-06-02 18:22:52.814000,2018-06-02 22:23:11.600000,598991.600,-1.6400,-86.0470,0.9680,0.0270,0.0410,86.0681,9,4,0
2018-06-02 18:22:52.916000,2018-06-02 22:23:11.700000,598991.700,-1.0930,-85.7930,1.0010,0.0270,0.0410,85.8058,9,4,0
2018-06-02 18:22:52.985000,2018-06-02 22:23:11.800000,598991.800,-0.5400,-85.5420,1.0180,0.0220,0.0340,85.5498,9,4,0
2018-06-02 18:22:53.075000,2018-06-02 22:23:11.900000,598991.900,0.0040,-85.2860,1.0500,0.0230,0.0350,85.2925,9,4,0
2018-06-02 18:22:53.112000,2018-06-02 22:23:12.000000,598992.000,0.5470,-85.0270,1.0810,0.0230,0.0360,85.0356,9,4,0
2018-06-02 18:22:53.201000,2018-06-02 22:23:12.100000,598992.100,1.1020,-84.7660,1.1050,0.0240,0.0370,84.7804,9,4,0
2018-06-02 18:22:53.551000,2018-06-02 22:23:12.200000,598992.200,1.6610,-84.5120,1.1370,0.0240,0.0370,84.5360,9,4,0
2018-06-02 18:22:53.653000,2018-06-02 22:23:12.300000,598992.300,2.2160,-84.2560,1.1640,0.0250,0.0380,84.2932,9,4,0
2018-06-02 18:22:53.719000,2018-06-02 22:23:12.400000,598992.400,2.7680,-84.0040,1.1900,0.0260,0.0390,84.0580,9,4,0
2018-06-02 18:22:53.780000,2018-06-02 22:23:12.500000,598992.500,3.3280,-83.7470,1.2200,0.0260,0.0400,83.8220,9,4,0
2018-06-02 18:22:53.845000,2018-06-02 22:23:12.600000,598992.600,3.8870,-83.4890,1.2390,0.0270,0.0410,83.5886,9,4,0
2018-06-02 18:22:53.931000,2018-06-02 22:23:12.700000,598992.700,4.4460,-83.2320,1.2660,0.0270,0.0410,83.3603,9,4,0
2018-06-02 18:22:54.003000,2018-06-02 22:23:12.800000,598992.800,5.0080,-82.9810,1.2710,0.0210,0.0330,83.1417,9,4,0
2018-06-02 18:22:54.085000,2018-06-02 22:23:12.900000,598992.900,5.5750,-82.7230,1.3110,0.0210,0.0340,82.9210,9,4,0
2018-06-02 18:22:54.156000,2018-06-02 22:23:13.000000,598993.000,6.1340,-82.4690,1.3380,0.0210,0.0340,82.7076,9,4,0
2018-06-02 18:22:54.218000,2018-06-02 22:23:13.100000,598993.100,6.6960,-82.2130,1.3520,0.0220,0.0350,82.4963,9,4,0
2018-06-02 18:22:54.312000,2018-06-02 22:23:13.200000,598993.200,7.2640,-81.9570,1.3820,0.0220,0.0360,82.2899,9,4,0
2018-06-02 18:22:54.391000,2018-06-02 22:23:13.300000,598993.300,7.8330,-81.7040,1.4050,0.0220,0.0360,82.0906,9,4,0
2018-06-02 18:22:54.590000,2018-06-02 22:23:13.400000,598993.400,8.3930,-81.4490,1.4270,0.0230,0.0370,81.8927,9,4,0
2018-06-02 18:22:54.684000,2018-06-02 22:23:13.500000,598993.500,8.9600,-81.1920,1.4440,0.0230,0.0380,81.6977,9,4,0
2018-06-02 18:22:54.750000,2018-06-02 22:23:13.600000,598993.600,9.5270,-80.9340,1.4710,0.0230,0.0390,81.5061,9,4,0
