pc_time,gps_time,tow(sec),north(m/s),east(m/s),down(m/s),speed(m/s),flags,num_signals
2018-06-02 18:22:41.828000,2018-06-02 22:23:0.700000,598980.700,-0.150000,-1.947000,-0.180000,1.952770,6,9
2018-06-02 18:22:41.912000,2018-06-02 22:23:0.800000,598980.800,0.028000,-2.031000,0.277000,2.031193,6,9
2018-06-02 18:22:41.987000,2018-06-02 22:23:0.900000,598980.900,0.087000,-2.088000,-0.057000,2.089812,6,9
2018-06-02 18:22:42.129000,2018-06-02 22:23:1.000000,598981.000,0.133000,-2.046000,-0.119000,2.050318,6,9
2018-06-02 18:22:42.199000,2018-06-02 22:23:1.100000,598981.100,0.417000,-2.122000,-0.055000,2.162585,6,9
2018-06-02 18:22:42.327000,2018-06-02 22:23:1.200000,598981.200,0.378000,-2.133000,0.175000,2.166235,6,9
2018-06-02 18:22:42.428000,2018-06-02 22:23:1.300000,598981.300,0.573000,-2.179000,0.052000,2.253080,6,9
2018-06-02 18:22:42.496000,2018-06-02 22:23:1.400000,598981.400,0.659000,-2.128000,0.065000,2.227704,6,9
2018-06-02 18:22:42.604000,2018-06-02 22:23:1.500000,598981.500,0.672000,-2.130000,-0.099000,2.233491,6,9
2018-06-02 18:22:42.727000,2018-06-02 22:23:1.600000,598981.600,0.745000,-2.150000,-0.151000,2.275418,6,9
2018-06-02 18:22:42.845000,2018-06-02 22:23:1.700000,598981.700,0.817000,-2.195000,0.079000,2.342117,6,9
2018-06-02 18:22:42.933000,2018-06-02 22:23:1.800000,598981.800,1.050000,-2.193000,0.047000,2.431409,6,9
2018-06-02 18:22:42.991000,2018-06-02 22:23:1.900000,598981.900,1.280000,-2.145000,0.107000,2.497884,6,9
2018-06-02 18:22:43.128000,2018-06-02 22:23:2.000000,598982.000,1.307000,-2.167000,0.003000,2.530640,6,9
2018-06-02 18:22:43.180000,2018-06-02 22:23:2.100000,598982.100,1.324000,-2.064000,-0.098000,2.452157,6,9
2018-06-02 18:22:43.340000,2018-06-02 22:23:2.200000,598982.200,1.609000,-2.030000,-0.237000,2.590324,6,9
2018-06-02 18:22:43.450000,2018-06-02 22:23:2.300000,598982.300,1.684000,-1.993000,0.471000,2.609196,6,9
2018-06-02 18:22:43.509000,2018-06-02 22:23:2.400000,598982.400,1.754000,-1.894000,0.127000,2.581424,6,9
2018-06-02 18:22:43.584000,2018-06-02 22:23:2.500000,598982.500,1.952000,-1.872000,-0.228000,2.704568,6,9
2018-06-02 18:22:43.714000,2018-06-02 22:23:2.600000,598982.600,1.973000,-1.783000,0.122000,2.659289,6,9
2018-06-02 18:22:43.838000,2018-06-02 22:23:2.700000,598982.700,2.331000,-1.675000,0.148000,2.870398,6,9
2018-06-02 18:22:43.933000,2018-06-02 22:23:2.800000,598982.800,2.318000,-1.539000,0.165000,2.782381,6,9
2018-06-02 18:22:44.012000,2018-06-02 22:23:2.900000,598982.900,2.379000,-1.481000,0.190000,2.802321,6,9
2018-06-02 18:22:44.102000,2018-06-02 22:23:3.000000,598983.000,2.493000,-1.367000,0.253000,2.843192,6,9
2018-06-02 18:22:44.201000,2018-06-02 22:23:3.100000,598983.100,2.784000,-1.211000,0.039000,3.035980,6,9
2018-06-02 18:22:44.330000,2018-06-02 22:23:3.200000,598983.200,2.711000,-1.119000,-0.267000,2.932862,6,9
2018-06-02 18:22:44.400000,2018-06-02 22:23:3.300000,598983.300,2.891000,-0.957000,0.245000,3.045280,6,9
2018-06-02 18:22:44.504000,2018-06-02 22:23:3.400000,598983.400,2.881000,-0.816000,0.112000,2.994331,6,9
2018-06-02 18:22:44.579000,2018-06-02 22:23:3.500000,598983.500,2.844000,-0.687000,0.080000,2.925800,6,9
2018-06-02 18:22:44.718000,2018-06-02 22:23:3.600000,598983.600,2.989000,-0.490000,0.108000,3.028898,6,9
2018-06-02 18:22:44.830000,2018-06-02 22:23:3.700000,598983.700,3.096000,-0.428000,0.253000,3.125444,6,9
2018-06-02 18:22:44.891000,2018-06-02 22:23:3.800000,598983.800,3.133000,-0.225000,0.106000,3.141069,6,9
2018-06-02 18:22:45.008000,2018-06-02 22:23:3.900000,598983.900,3.126000,-0.180000,0.053000,3.131178,6,9
2018-06-02 18:22:45.113000,2018-06-02 22:23:4.000000,598984.000,3.092000,-0.073000,0.029000,3.092862,6,9
2018-06-02 18:22:45.184000,2018-06-02 22:23:4.100000,598984.100,3.097000,0.068000,0.207000,3.097746,6,9
2018-06-02 18:22:45.340000,2018-06-02 22:23:4.200000,598984.200,3.094000,0.180000,0.258000,3.099232,6,9
2018-06-02 18:22:45.425000,2018-06-02 22:23:4.300000,598984.300,3.184000,0.288000,0.202000,3.196999,6,9
2018-06-02 18:22:45.518000,2018-06-02 22:23:4.400000,598984.400,3.165000,0.369000,0.295000,3.186438,6,9
2018-06-02 18:22:45.591000,2018-06-02 22:23:4.500000,598984.500,3.022000,0.403000,0.057000,3.048753,6,9
2018-06-02 18:22:45.717000,2018-06-02 22:23:4.600000,598984.600,3.071000,0.514000,0.155000,3.113718,6,9
2018-06-02 18:22:45.818000,2018-06-02 22:23:4.700000,598984.700,3.151000,0.589000,0.139000,3.205577,6,9
2018-06-02 18:22:45.891000,2018-06-02 22:23:4.800000,598984.800,3.106000,0.638000,0.386000,3.170848,6,9
2018-06-02 18:22:46.009000,2018-06-02 22:23:4.900000,598984.900,3.117000,0.689000,0.166000,3.192242,6,9
2018-06-02 18:22:46.135000,2018-06-02 22:23:5.000000,598985.000,3.114000,0.707000,0.171000,3.193250,6,9
2018-06-02 18:22:46.178000,2018-06-02 22:23:5.100000,598985.100,3.151000,0.785000,0.204000,3.247311,6,9
2018-06-02 18:22:46.336000,2018-06-02 22:23:5.200000,598985.200,3.242000,0.802000,0.030000,3.339726,6,9
2018-06-02 18:22:46.399000,2018-06-02 22:23:5.300000,598985.300,3.179000,0.816000,0.099000,3.282057,6,9
2018-06-02 18:22:46.505000,2018-06-02 22:23:5.400000,598985.400,3.202000,0.896000,0.252000,3.324999,6,9
2018-06-02 18:22:46.613000,2018-06-02 22:23:5.500000,598985.500,3.264000,0.913000,0.173000,3.389287,6,9
2018-06-02 18:22:46.750000,2018-06-02 22:23:5.600000,598985.600,3.234000,0.969000,0.216000,3.376051,6,9
2018-06-02 18:22:46.841000,2018-06-02 22:23:5.700000,598985.700,3.430000,0.986000,0.255000,3.568907,6,9
2018-06-02 18:22:46.914000,2018-06-02 22:23:5.800000,598985.800,3.334000,1.015000,0.213000,3.485080,6,9
2018-06-02 18:22:46.985000,2018-06-02 22:23:5.900000,598985.900,3.322000,1.007000,0.281000,3.471273,6,9
2018-06-02 18:22:47.118000,2018-06-02 22:23:6.000000,598986.000,3.386000,1.058000,0.208000,3.547444,6,9
2018-06-02 18:22:47.184000,2018-06-02 22:23:6.100000,598986.100,3.330000,1.057000,0.169000,3.493730,6,9
2018-06-02 18:22:47.389000,2018-06-02 22:23:6.200000,598986.200,3.365000,1.136000,0.255000,3.551580,6,9
2018-06-02 18:22:47.767000,2018-06-02 22:23:6.300000,598986.300,3.424000,1.153000,0.294000,3.612919,6,9
2018-06-02 18:22:47.902000,2018-06-02 22:23:6.400000,598986.400,3.547000,1.209000,0.243000,3.747384,6,9
2018-06-02 18:22:47.966000,2018-06-02 22:23:6.500000,598986.500,3.499000,1.229000,0.181000,3.708563,6,9
2018-06-02 18:22:48.027000,2018-06-02 22:23:6.600000,598986.600,3.628000,1.300000,0.212000,3.853879,6,9
2018-06-02 18:22:48.121000,2018-06-02 22:23:6.700000,598986.700,3.555000,1.338000,0.203000,3.798456,6,9
2018-06-02 18:22:48.177000,2018-06-02 22:23:6.800000,598986.800,3.730000,1.450000,0.397000,4.001925,6,9
2018-06-02 18:22:48.257000,2018-06-02 22:23:6.900000,598986.900,3.772000,1.437000,0.156000,4.036453,6,9
2018-06-02 18:22:48.317000,2018-06-02 22:23:7.000000,598987.000,3.767000,1.469000,0.278000,4.043297,6,9
2018-06-02 18:22:48.372000,2018-06-02 22:23:7.100000,598987.100,3.922000,1.512000,0.415000,4.203359,6,9
2018-06-02 18:22:48.450000,2018-06-02 22:23:7.200000,598987.200,4.041000,1.561000,0.234000,4.332021,6,9
2018-06-02 18:22:48.542000,2018-06-02 22:23:7.300000,598987.300,3.936000,1.588000,0.331000,4.244271,6,9
2018-06-02 18:22:48.605000,2018-06-02 22:23:7.400000,598987.400,4.111000,1.642000,0.250000,4.426792,6,9
2018-06-02 18:22:48.659000,2018-06-02 22:23:7.500000,598987.500,4.139000,1.697000,0.266000,4.473380,6,9
2018-06-02 18:22:48.737000,2018-06-02 22:23:7.600000,598987.600,4.171000,1.732000,0.169000,4.516311,6,9
2018-06-02 18:22:48.866000,2018-06-02 22:23:7.700000,598987.700,4.397000,1.801000,0.316000,4.751548,6,9
2018-06-02 18:22:48.922000,2018-06-02 22:23:7.800000,598987.800,4.557000,1.842000,0.461000,4.915202,6,9
2018-06-02 18:22:49.008000,2018-06-02 22:23:7.900000,598987.900,4.506000,1.827000,0.474000,4.862300,6,9
2018-06-02 18:22:49.096000,2018-06-02 22:23:8.000000,598988.000,4.648000,1.942000,0.190000,5.037387,6,9
2018-06-02 18:22:49.186000,2018-06-02 22:23:8.100000,598988.100,4.691000,1.980000,0.349000,5.091746,6,9
2018-06-02 18:22:49.429000,2018-06-02 22:23:8.200000,598988.200,4.758000,2.040000,0.319000,5.176887,6,9
2018-06-02 18:22:49.486000,2018-06-02 22:23:8.300000,598988.300,4.710000,2.004000,0.428000,5.118605,6,9
2018-06-02 18:22:49.541000,2018-06-02 22:23:8.400000,598988.400,4.880000,2.076000,0.355000,5.303223,6,9
2018-06-02 18:22:49.617000,2018-06-02 22:23:8.500000,598988.500,4.858000,2.158000,0.219000,5.315743,6,9
2018-06-02 18:22:49.697000,2018-06-02 22:23:8.600000,598988.600,4.896000,2.118000,0.315000,5.334486,6,9
2018-06-02 18:22:49.883000,2018-06-02 22:23:8.700000,598988.700,4.978000,2.127000,0.360000,5.413374,6,9
2018-06-02 18:22:49.987000,2018-06-02 22:23:8.800000,598988.800,4.769000,2.064000,0.315000,5.196485,6,9
2018-06-02 18:22:50.039000,2018-06-02 22:23:8.900000,598988.900,4.854000,2.135000,0.174000,5.302786,6,9
2018-06-02 18:22:50.110000,2018-06-02 22:23:9.000000,598989.000,5.016000,2.138000,0.590000,5.452642,6,9
2018-06-02 18:22:50.186000,2018-06-02 22:23:9.100000,598989.100,4.827000,2.177000,0.493000,5.295211,6,9
2018-06-02 18:22:50.457000,2018-06-02 22:23:9.200000,598989.200,5.045000,2.235000,0.184000,5.517903,6,9
2018-06-02 18:22:50.705000,2018-06-02 22:23:9.300000,598989.300,5.072000,2.212000,-0.086000,5.533365,6,9
2018-06-02 18:22:50.795000,2018-06-02 22:23:9.400000,598989.400,5.129000,2.228000,0.130000,5.592014,6,9
2018-06-02 18:22:50.859000,2018-06-02 22:23:9.500000,598989.500,5.083000,2.164000,0.149000,5.524471,6,9
2018-06-02 18:22:50.918000,2018-06-02 22:23:9.600000,598989.600,5.007000,2.315000,-0.019000,5.516274,6,9
2018-06-02 18:22:51.039000,2018-06-02 22:23:9.700000,598989.700,4.964000,2.301000,-0.092000,5.471371,6,9
2018-06-02 18:22:51.115000,2018-06-02 22:23:9.800000,598989.800,5.143000,2.277000,0.556000,5.624516,6,9
2018-06-02 18:22:51.158000,2018-06-02 22:23:9.900000,598989.900,5.336000,2.243000,0.832000,5.788259,6,9
2018-06-02 18:22:51.229000,2018-06-02 22:23:10.000000,598990.000,5.331000,2.332000,0.349000,5.818744,6,9
2018-06-02 18:22:51.298000,2018-06-02 22:23:10.100000,598990.100,5.267000,2.361000,0.299000,5.771968,6,9
2018-06-02 18:22:51.377000,2018-06-02 22:23:10.200000,598990.200,5.568000,2.424000,0.687000,6.072759,6,9
2018-06-02 18:22:51.456000,2018-06-02 22:23:10.300000,598990.300,5.354000,2.421000,0.485000,5.875930,6,9
2018-06-02 18:22:51.514000,2018-06-02 22:23:10.400000,598990.400,5.177000,2.375000,0.345000,5.695784,6,9
2018-06-02 18:22:51.603000,2018-06-02 22:23:10.500000,598990.500,5.523000,2.462000,0.486000,6.046898,6,9
2018-06-02 18:22:51.730000,2018-06-02 22:23:10.600000,598990.600,5.400000,2.380000,0.317000,5.901220,6,9
2018-06-02 18:22:51.812000,2018-06-02 22:23:10.700000,598990.700,5.094000,2.378000,0.209000,5.621719,6,9
2018-06-02 18:22:51.879000,2018-06-02 22:23:10.800000,598990.800,5.057000,2.411000,0.238000,5.602336,6,8
2018-06-02 18:22:51.986000,2018-06-02 22:23:10.900000,598990.900,5.263000,2.426000,0.350000,5.795226,6,9
2018-06-02 18:22:52.134000,2018-06-02 22:23:11.000000,598991.000,5.365000,2.469000,0.322000,5.905860,6,9
2018-06-02 18:22:52.187000,2018-06-02 22:23:11.100000,598991.100,5.305000,2.458000,0.277000,5.846776,6,9
2018-06-02 18:22:52.560000,2018-06-02 22:23:11.200000,598991.200,5.422000,2.448000,0.177000,5.949016,6,9
2018-06-02 18:22:52.619000,2018-06-02 22:23:11.300000,598991.300,5.424000,2.509000,0.355000,5.976191,6,9
2018-06-02 18:22:52.675000,2018-06-02 22:23:11.400000,598991.400,5.409000,2.539000,0.327000,5.975266,6,9
2018-06-02 18:22:52.741000,2018-06-02 22:23:11.500000,598991.500,5.536000,2.546000,0.295000,6.093391,6,9
2018-06-02 18:22:52.803000,2018-06-02 22:23:11.600000,598991.600,5.417000,2.521000,0.247000,5.974892,6,9
2018-06-02 18:22:52.902000,2018-06-02 22:23:11.700000,598991.700,5.445000,2.528000,0.306000,6.003233,6,9
2018-06-02 18:22:52.972000,2018-06-02 22:23:11.800000,598991.800,5.532000,2.553000,0.415000,6.092687,6,9
2018-06-02 18:22:53.054000,2018-06-02 22:23:11.900000,598991.900,5.416000,2.549000,0.303000,5.985855,6,9
2018-06-02 18:22:53.097000,2018-06-02 22:23:12.000000,598992.000,5.466000,2.603000,0.344000,6.054153,6,9
2018-06-02 18:22:53.187000,2018-06-02 22:23:12.100000,598992.100,5.497000,2.592000,0.211000,6.077456,6,9
2018-06-02 18:22:53.499000,2018-06-02 22:23:12.200000,598992.200,5.600000,2.540000,0.312000,6.149114,6,9
2018-06-02 18:22:53.635000,2018-06-02 22:23:12.300000,598992.300,5.531000,2.555000,0.282000,6.092617,6,9
2018-06-02 18:22:53.707000,2018-06-02 22:23:12.400000,598992.400,5.575000,2.527000,0.293000,6.120977,6,9
2018-06-02 18:22:53.767000,2018-06-02 22:23:12.500000,598992.500,5.586000,2.571000,0.303000,6.149263,6,9
2018-06-02 18:22:53.832000,2018-06-02 22:23:12.600000,598992.600,5.565000,2.563000,0.188000,6.126842,6,9
2018-06-02 18:22:53.918000,2018-06-02 22:23:12.700000,598992.700,5.589000,2.569000,0.235000,6.151153,6,9
2018-06-02 18:22:53.984000,2018-06-02 22:23:12.800000,598992.800,5.587000,2.534000,0.128000,6.134796,6,9
2018-06-02 18:22:54.071000,2018-06-02 22:23:12.900000,598992.900,5.658000,2.571000,0.399000,6.214741,6,9
2018-06-02 18:22:54.138000,2018-06-02 22:23:13.000000,598993.000,5.601000,2.545000,0.311000,6.152091,6,9
2018-06-02 18:22:54.206000,2018-06-02 22:23:13.100000,598993.100,5.596000,2.542000,0.091000,6.146298,6,9
2018-06-02 18:22:54.301000,2018-06-02 22:23:13.200000,598993.200,5.690000,2.561000,0.342000,6.239777,6,9
2018-06-02 18:22:54.374000,2018-06-02 22:23:13.300000,598993.300,5.703000,2.533000,0.246000,6.240216,6,9
2018-06-02 18:22:54.535000,2018-06-02 22:23:13.400000,598993.400,5.567000,2.540000,0.169000,6.119076,6,9
2018-06-02 18:22:54.673000,2018-06-02 22:23:13.500000,598993.500,5.681000,2.565000,0.187000,6.233216,6,9
2018-06-02 18:22:54.733000,2018-06-02 22:23:13.600000,598993.600,5.704000,2.588000,0.348000,6.263654,6,9
2018-06-02 18:22:54.857000,2018-06-02 22:23:13.700000,598993.700,5.660000,2.577000,0.197000,6.219046,6,9
2018-06-02 18:22:54.908000,2018-06-02 22:23:13.800000,598993.800,5.700000,2.595000,0.302000,6.262909,6,9
2018-06-02 18:22:54.976000,2018-06-02 22:23:13.900000,598993.900,5.593000,2.580000,0.067000,6.159387,6,9
2018-06-02 18:22:55.111000,2018-06-02 22:23:14.000000,598994.000,5.609000,2.654000,0.188000,6.205207,6,9
2018-06-02 18:22:55.193000,2018-06-02 22:23:14.100000,598994.100,5.628000,2.660000,0.242000,6.224949,6,9
2018-06-02 18:22:55.305000,2018-06-02 22:23:14.200000,598994.200,5.728000,2.663000,0.297000,6.316768,6,9
2018-06-02 18:22:55.392000,2018-06-02 22:23:14.300000,598994.300,5.539000,2.717000,0.158000,6.169490,6,9
2018-06-02 18:22:55.545000,2018-06-02 22:23:14.400000,598994.400,5.536000,2.796000,-0.013000,6.202009,6,9
2018-06-02 18:22:55.606000,2018-06-02 22:23:14.500000,598994.500,5.582000,2.869000,0.354000,6.276136,6,9
2018-06-02 18:22:55.709000,2018-06-02 22:23:14.600000,598994.600,5.543000,2.858000,0.166000,6.236426,6,9
2018-06-02 18:22:55.799000,2018-06-02 22:23:14.700000,598994.700,5.512000,2.958000,0.240000,6.255550,6,9
2018-06-02 18:22:55.915000,2018-06-02 22:23:14.800000,598994.800,5.390000,3.055000,0.114000,6.195573,6,9
2018-06-02 18:22:55.989000,2018-06-02 22:23:14.900000,598994.900,5.291000,3.169000,0.125000,6.167434,6,9
2018-06-02 18:22:56.097000,2018-06-02 22:23:15.000000,598995.000,5.395000,3.242000,-0.012000,6.294171,6,9
2018-06-02 18:22:56.183000,2018-06-02 22:23:15.100000,598995.100,5.282000,3.283000,0.198000,6.219133,6,9
2018-06-02 18:22:56.294000,2018-06-02 22:23:15.200000,598995.200,5.220000,3.328000,0.318000,6.190637,6,9
2018-06-02 18:22:56.385000,2018-06-02 22:23:15.300000,598995.300,5.165000,3.468000,0.271000,6.221274,6,9
2018-06-02 18:22:56.513000,2018-06-02 22:23:15.400000,598995.400,5.222000,3.484000,0.218000,6.277543,6,9
2018-06-02 18:22:56.587000,2018-06-02 22:23:15.500000,598995.500,5.054000,3.581000,0.058000,6.194068,6,9
2018-06-02 18:22:56.713000,2018-06-02 22:23:15.600000,598995.600,4.958000,3.666000,0.072000,6.166143,6,9
2018-06-02 18:22:56.831000,2018-06-02 22:23:15.700000,598995.700,4.925000,3.713000,0.363000,6.167819,6,9
2018-06-02 18:22:56.911000,2018-06-02 22:23:15.800000,598995.800,4.976000,3.824000,0.334000,6.275632,6,9
2018-06-02 18:22:56.985000,2018-06-02 22:23:15.900000,598995.900,4.819000,3.943000,0.198000,6.226557,6,9
2018-06-02 18:22:57.113000,2018-06-02 22:23:16.000000,598996.000,4.829000,3.985000,0.017000,6.260948,6,9
2018-06-02 18:22:57.187000,2018-06-02 22:23:16.100000,598996.100,4.648000,4.072000,0.140000,6.179408,6,9
2018-06-02 18:22:57.318000,2018-06-02 22:23:16.200000,598996.200,4.540000,4.096000,-0.018000,6.114639,6,9
2018-06-02 18:22:57.383000,2018-06-02 22:23:16.300000,598996.300,4.579000,4.203000,0.322000,6.215501,6,9
2018-06-02 18:22:57.490000,2018-06-02 22:23:16.400000,598996.400,4.366000,4.283000,0.105000,6.116048,6,9
2018-06-02 18:22:57.574000,2018-06-02 22:23:16.500000,598996.500,4.400000,4.360000,0.100000,6.194320,6,9
2018-06-02 18:22:57.711000,2018-06-02 22:23:16.600000,598996.600,4.346000,4.459000,0.302000,6.226588,6,9
2018-06-02 18:22:57.823000,2018-06-02 22:23:16.700000,598996.700,4.080000,4.511000,0.134000,6.082394,6,9
2018-06-02 18:22:57.891000,2018-06-02 22:23:16.800000,598996.800,4.145000,4.570000,0.236000,6.169759,6,9
2018-06-02 18:22:58.006000,2018-06-02 22:23:16.900000,598996.900,4.009000,4.652000,0.006000,6.141106,6,9
2018-06-02 18:22:58.105000,2018-06-02 22:23:17.000000,598997.000,3.906000,4.676000,-0.138000,6.092767,6,9
2018-06-02 18:22:58.229000,2018-06-02 22:23:17.100000,598997.100,3.708000,4.705000,-0.059000,5.990517,6,9
2018-06-02 18:22:58.449000,2018-06-02 22:23:17.200000,598997.200,3.713000,4.802000,-0.028000,6.070055,6,9
2018-06-02 18:22:58.503000,2018-06-02 22:23:17.300000,598997.300,3.618000,4.887000,0.015000,6.080517,6,9
2018-06-02 18:22:58.556000,2018-06-02 22:23:17.400000,598997.400,3.544000,4.900000,0.006000,6.047308,6,9
2018-06-02 18:22:58.618000,2018-06-02 22:23:17.500000,598997.500,3.375000,4.970000,-0.097000,6.007622,6,9
2018-06-02 18:22:58.701000,2018-06-02 22:23:17.600000,598997.600,3.286000,5.077000,-0.133000,6.047621,6,9
2018-06-02 18:22:58.824000,2018-06-02 22:23:17.700000,598997.700,3.228000,5.165000,0.046000,6.090748,6,9
