pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-07 19:41:2.350000,2018-06-07 23:41:20.300000,430880.300,35.9728245763,-78.9338731265,75.9216,0.0090,0.0290,13,4
2018-06-07 19:41:2.472000,2018-06-07 23:41:20.400000,430880.400,35.9728246723,-78.9338739753,75.9272,0.0100,0.0290,13,4
2018-06-07 19:41:2.528000,2018-06-07 23:41:20.500000,430880.500,35.9728247474,-78.9338748341,75.9247,0.0100,0.0300,13,4
2018-06-07 19:41:2.626000,2018-06-07 23:41:20.600000,430880.600,35.9728248583,-78.9338757353,75.9312,0.0100,0.0300,13,4
2018-06-07 19:41:2.698000,2018-06-07 23:41:20.700000,430880.700,35.9728249650,-78.9338766321,75.9377,0.0100,0.0300,13,4
2018-06-07 19:41:2.789000,2018-06-07 23:41:20.800000,430880.800,35.9728250856,-78.9338775520,75.9443,0.0100,0.0310,13,4
2018-06-07 19:41:2.869000,2018-06-07 23:41:20.900000,430880.900,35.9728251758,-78.9338784326,75.9376,0.0100,0.0310,13,4
2018-06-07 19:41:2.963000,2018-06-07 23:41:21.000000,430881.000,35.9728252435,-78.9338792846,75.9318,0.0110,0.0320,13,4
2018-06-07 19:41:3.055000,2018-06-07 23:41:21.100000,430881.100,35.9728253251,-78.9338801360,75.9383,0.0110,0.0320,13,4
2018-06-07 19:41:3.162000,2018-06-07 23:41:21.200000,430881.200,35.9728253428,-78.9338809058,75.9191,0.0110,0.0320,13,4
2018-06-07 19:41:3.233000,2018-06-07 23:41:21.300000,430881.300,35.9728254773,-78.9338817195,75.9142,0.0110,0.0330,13,4
2018-06-07 19:41:3.344000,2018-06-07 23:41:21.400000,430881.400,35.9728255462,-78.9338824985,75.9106,0.0110,0.0330,13,4
2018-06-07 19:41:3.429000,2018-06-07 23:41:21.500000,430881.500,35.9728256708,-78.9338833285,75.9133,0.0120,0.0360,13,4
2018-06-07 19:41:3.556000,2018-06-07 23:41:21.600000,430881.600,35.9728257761,-78.9338841630,75.9086,0.0120,0.0360,13,4
2018-06-07 19:41:3.621000,2018-06-07 23:41:21.700000,430881.700,35.9728258745,-78.9338850016,75.8999,0.0090,0.0270,13,4
2018-06-07 19:41:3.790000,2018-06-07 23:41:21.800000,430881.800,35.9728259430,-78.9338858440,75.9057,0.0090,0.0280,13,4
2018-06-07 19:41:3.881000,2018-06-07 23:41:21.900000,430881.900,35.9728260313,-78.9338866642,75.8952,0.0090,0.0280,13,4
2018-06-07 19:41:3.945000,2018-06-07 23:41:22.000000,430882.000,35.9728260994,-78.9338875175,75.8971,0.0090,0.0290,13,4
2018-06-07 19:41:4.025000,2018-06-07 23:41:22.100000,430882.100,35.9728261905,-78.9338884355,75.9139,0.0090,0.0290,13,4
2018-06-07 19:41:4.157000,2018-06-07 23:41:22.200000,430882.200,35.9728262680,-78.9338893772,75.9104,0.0100,0.0300,13,4
2018-06-07 19:41:4.229000,2018-06-07 23:41:22.300000,430882.300,35.9728263495,-78.9338904157,75.9013,0.0100,0.0300,13,4
2018-06-07 19:41:4.350000,2018-06-07 23:41:22.400000,430882.400,35.9728264070,-78.9338914579,75.8903,0.0100,0.0310,13,4
2018-06-07 19:41:4.436000,2018-06-07 23:41:22.500000,430882.500,35.9728264605,-78.9338925221,75.8871,0.0100,0.0310,13,4
2018-06-07 19:41:4.548000,2018-06-07 23:41:22.600000,430882.600,35.9728265440,-78.9338935921,75.9042,0.0100,0.0320,13,4
2018-06-07 19:41:4.621000,2018-06-07 23:41:22.700000,430882.700,35.9728266251,-78.9338946501,75.9047,0.0100,0.0320,13,4
2018-06-07 19:41:4.796000,2018-06-07 23:41:22.800000,430882.800,35.9728266845,-78.9338957388,75.9117,0.0110,0.0330,13,4
2018-06-07 19:41:4.925000,2018-06-07 23:41:22.900000,430882.900,35.9728267622,-78.9338966958,75.8971,0.0110,0.0330,13,4
2018-06-07 19:41:5.001000,2018-06-07 23:41:23.000000,430883.000,35.9728267850,-78.9338976537,75.8854,0.0110,0.0370,13,4
2018-06-07 19:41:5.064000,2018-06-07 23:41:23.100000,430883.100,35.9728268185,-78.9338986140,75.8845,0.0110,0.0370,12,4
2018-06-07 19:41:5.164000,2018-06-07 23:41:23.200000,430883.200,35.9728268621,-78.9338995375,75.8740,0.0110,0.0380,13,4
2018-06-07 19:41:5.234000,2018-06-07 23:41:23.300000,430883.300,35.9728269070,-78.9339004146,75.8901,0.0110,0.0380,12,4
2018-06-07 19:41:5.359000,2018-06-07 23:41:23.400000,430883.400,35.9728268981,-78.9339012553,75.8764,0.0120,0.0390,13,4
2018-06-07 19:41:5.426000,2018-06-07 23:41:23.500000,430883.500,35.9728269438,-78.9339021466,75.8813,0.0120,0.0390,12,4
2018-06-07 19:41:5.560000,2018-06-07 23:41:23.600000,430883.600,35.9728269679,-78.9339029640,75.8836,0.0080,0.0280,12,4
2018-06-07 19:41:5.655000,2018-06-07 23:41:23.700000,430883.700,35.9728269517,-78.9339037080,75.8757,0.0080,0.0280,13,4
2018-06-07 19:41:5.740000,2018-06-07 23:41:23.800000,430883.800,35.9728269802,-78.9339044715,75.8736,0.0090,0.0290,13,4
2018-06-07 19:41:5.830000,2018-06-07 23:41:23.900000,430883.900,35.9728270176,-78.9339052094,75.8731,0.0090,0.0290,13,4
2018-06-07 19:41:5.959000,2018-06-07 23:41:24.000000,430884.000,35.9728270275,-78.9339059424,75.8814,0.0090,0.0300,13,4
2018-06-07 19:41:6.019000,2018-06-07 23:41:24.100000,430884.100,35.9728270347,-78.9339066784,75.8842,0.0090,0.0300,13,4
2018-06-07 19:41:6.174000,2018-06-07 23:41:24.200000,430884.200,35.9728270597,-78.9339073954,75.8835,0.0090,0.0310,13,4
2018-06-07 19:41:6.221000,2018-06-07 23:41:24.300000,430884.300,35.9728270575,-78.9339080723,75.8797,0.0100,0.0310,13,4
2018-06-07 19:41:6.346000,2018-06-07 23:41:24.400000,430884.400,35.9728270454,-78.9339087574,75.8805,0.0100,0.0320,13,4
2018-06-07 19:41:6.432000,2018-06-07 23:41:24.500000,430884.500,35.9728270420,-78.9339095001,75.8972,0.0100,0.0320,13,4
2018-06-07 19:41:6.591000,2018-06-07 23:41:24.600000,430884.600,35.9728269931,-78.9339102748,75.8968,0.0100,0.0320,13,4
2018-06-07 19:41:6.652000,2018-06-07 23:41:24.700000,430884.700,35.9728269598,-78.9339110963,75.8980,0.0100,0.0330,13,4
2018-06-07 19:41:6.741000,2018-06-07 23:41:24.800000,430884.800,35.9728269009,-78.9339118969,75.8908,0.0100,0.0330,13,4
2018-06-07 19:41:6.824000,2018-06-07 23:41:24.900000,430884.900,35.9728268953,-78.9339126768,75.8834,0.0110,0.0340,13,4
2018-06-07 19:41:6.983000,2018-06-07 23:41:25.000000,430885.000,35.9728268896,-78.9339134593,75.8788,0.0110,0.0340,13,4
2018-06-07 19:41:7.037000,2018-06-07 23:41:25.100000,430885.100,35.9728269138,-78.9339142454,75.8794,0.0110,0.0350,13,4
2018-06-07 19:41:7.167000,2018-06-07 23:41:25.200000,430885.200,35.9728269835,-78.9339150328,75.8802,0.0110,0.0350,13,4
2018-06-07 19:41:7.241000,2018-06-07 23:41:25.300000,430885.300,35.9728270093,-78.9339158320,75.8735,0.0110,0.0350,13,4
2018-06-07 19:41:7.367000,2018-06-07 23:41:25.400000,430885.400,35.9728270247,-78.9339166538,75.8692,0.0110,0.0360,13,4
2018-06-07 19:41:7.434000,2018-06-07 23:41:25.500000,430885.500,35.9728270605,-78.9339174698,75.8647,0.0110,0.0360,14,4
2018-06-07 19:41:7.539000,2018-06-07 23:41:25.600000,430885.600,35.9728271703,-78.9339182131,75.8686,0.0080,0.0270,14,4
2018-06-07 19:41:7.618000,2018-06-07 23:41:25.700000,430885.700,35.9728271972,-78.9339189531,75.8768,0.0080,0.0280,14,4
2018-06-07 19:41:7.750000,2018-06-07 23:41:25.800000,430885.800,35.9728272113,-78.9339196814,75.8719,0.0090,0.0280,14,4
2018-06-07 19:41:7.854000,2018-06-07 23:41:25.900000,430885.900,35.9728272543,-78.9339203730,75.8637,0.0090,0.0290,14,4
2018-06-07 19:41:7.962000,2018-06-07 23:41:26.000000,430886.000,35.9728272598,-78.9339210482,75.8668,0.0090,0.0290,14,4
2018-06-07 19:41:8.038000,2018-06-07 23:41:26.100000,430886.100,35.9728272798,-78.9339217155,75.8750,0.0090,0.0300,14,4
2018-06-07 19:41:8.181000,2018-06-07 23:41:26.200000,430886.200,35.9728272819,-78.9339223412,75.8708,0.0090,0.0300,14,4
2018-06-07 19:41:8.231000,2018-06-07 23:41:26.300000,430886.300,35.9728272945,-78.9339229696,75.8776,0.0100,0.0310,14,4
2018-06-07 19:41:8.357000,2018-06-07 23:41:26.400000,430886.400,35.9728273088,-78.9339235494,75.8750,0.0100,0.0310,14,4
2018-06-07 19:41:8.427000,2018-06-07 23:41:26.500000,430886.500,35.9728273180,-78.9339241548,75.8688,0.0100,0.0320,14,4
2018-06-07 19:41:8.554000,2018-06-07 23:41:26.600000,430886.600,35.9728273463,-78.9339247245,75.8737,0.0100,0.0320,14,4
2018-06-07 19:41:8.659000,2018-06-07 23:41:26.700000,430886.700,35.9728273285,-78.9339252271,75.8847,0.0100,0.0340,14,4
2018-06-07 19:41:8.741000,2018-06-07 23:41:26.800000,430886.800,35.9728273239,-78.9339257824,75.8917,0.0100,0.0340,14,4
2018-06-07 19:41:8.841000,2018-06-07 23:41:26.900000,430886.900,35.9728273405,-78.9339263281,75.8982,0.0110,0.0350,14,4
2018-06-07 19:41:8.982000,2018-06-07 23:41:27.000000,430887.000,35.9728273476,-78.9339268162,75.9032,0.0110,0.0350,14,4
2018-06-07 19:41:9.060000,2018-06-07 23:41:27.100000,430887.100,35.9728273412,-78.9339272663,75.9057,0.0110,0.0360,14,4
2018-06-07 19:41:9.148000,2018-06-07 23:41:27.200000,430887.200,35.9728273719,-78.9339277275,75.9102,0.0110,0.0360,14,4
2018-06-07 19:41:9.236000,2018-06-07 23:41:27.300000,430887.300,35.9728273743,-78.9339281944,75.9145,0.0110,0.0360,14,4
2018-06-07 19:41:9.353000,2018-06-07 23:41:27.400000,430887.400,35.9728273777,-78.9339285837,75.9155,0.0110,0.0370,14,4
2018-06-07 19:41:9.469000,2018-06-07 23:41:27.500000,430887.500,35.9728274209,-78.9339290073,75.9101,0.0110,0.0370,14,4
2018-06-07 19:41:9.557000,2018-06-07 23:41:27.600000,430887.600,35.9728274795,-78.9339295622,75.9056,0.0080,0.0280,13,4
2018-06-07 19:41:9.628000,2018-06-07 23:41:27.700000,430887.700,35.9728274351,-78.9339301145,75.8908,0.0080,0.0280,13,4
2018-06-07 19:41:9.746000,2018-06-07 23:41:27.800000,430887.800,35.9728274283,-78.9339308058,75.8867,0.0090,0.0290,13,4
2018-06-07 19:41:9.845000,2018-06-07 23:41:27.900000,430887.900,35.9728274544,-78.9339315828,75.8811,0.0090,0.0290,13,4
2018-06-07 19:41:9.980000,2018-06-07 23:41:28.000000,430888.000,35.9728274266,-78.9339323836,75.8755,0.0090,0.0300,13,4
2018-06-07 19:41:10.053000,2018-06-07 23:41:28.100000,430888.100,35.9728274558,-78.9339332368,75.9002,0.0090,0.0300,13,4
2018-06-07 19:41:10.192000,2018-06-07 23:41:28.200000,430888.200,35.9728274637,-78.9339340427,75.9032,0.0090,0.0310,13,4
2018-06-07 19:41:10.266000,2018-06-07 23:41:28.300000,430888.300,35.9728274737,-78.9339348639,75.9139,0.0100,0.0310,13,4
2018-06-07 19:41:10.360000,2018-06-07 23:41:28.400000,430888.400,35.9728274831,-78.9339356483,75.9109,0.0100,0.0320,13,4
2018-06-07 19:41:10.423000,2018-06-07 23:41:28.500000,430888.500,35.9728275001,-78.9339365175,75.9133,0.0100,0.0330,13,4
2018-06-07 19:41:10.570000,2018-06-07 23:41:28.600000,430888.600,35.9728274873,-78.9339374725,75.9058,0.0100,0.0330,12,4
2018-06-07 19:41:10.623000,2018-06-07 23:41:28.700000,430888.700,35.9728274385,-78.9339383952,75.9105,0.0100,0.0330,12,4
2018-06-07 19:41:10.872000,2018-06-07 23:41:28.800000,430888.800,35.9728274135,-78.9339393076,75.9083,0.0100,0.0340,12,4
2018-06-07 19:41:11.380000,2018-06-07 23:41:28.900000,430888.900,35.9728273813,-78.9339401573,75.8950,0.0110,0.0340,12,4
2018-06-07 19:41:11.476000,2018-06-07 23:41:29.000000,430889.000,35.9728273659,-78.9339410297,75.8980,0.0110,0.0350,12,4
2018-06-07 19:41:11.556000,2018-06-07 23:41:29.100000,430889.100,35.9728273376,-78.9339418888,75.9043,0.0110,0.0350,12,4
2018-06-07 19:41:11.647000,2018-06-07 23:41:29.200000,430889.200,35.9728273276,-78.9339426828,75.8993,0.0110,0.0360,12,4
2018-06-07 19:41:11.696000,2018-06-07 23:41:29.300000,430889.300,35.9728273008,-78.9339434560,75.8956,0.0110,0.0360,12,4
2018-06-07 19:41:11.807000,2018-06-07 23:41:29.400000,430889.400,35.9728273002,-78.9339442085,75.9009,0.0110,0.0370,12,4
2018-06-07 19:41:11.879000,2018-06-07 23:41:29.500000,430889.500,35.9728272875,-78.9339449553,75.9075,0.0110,0.0370,12,4
2018-06-07 19:41:11.969000,2018-06-07 23:41:29.600000,430889.600,35.9728272673,-78.9339456643,75.9030,0.0120,0.0370,12,4
2018-06-07 19:41:12.028000,2018-06-07 23:41:29.700000,430889.700,35.9728272330,-78.9339463523,75.9055,0.0080,0.0280,12,4
2018-06-07 19:41:12.098000,2018-06-07 23:41:29.800000,430889.800,35.9728271913,-78.9339470306,75.9004,0.0090,0.0290,12,4
2018-06-07 19:41:12.189000,2018-06-07 23:41:29.900000,430889.900,35.9728271646,-78.9339477420,75.9051,0.0090,0.0290,12,4
2018-06-07 19:41:12.275000,2018-06-07 23:41:30.000000,430890.000,35.9728270989,-78.9339485359,75.9105,0.0090,0.0300,12,4
2018-06-07 19:41:12.377000,2018-06-07 23:41:30.100000,430890.100,35.9728270562,-78.9339494599,75.9158,0.0090,0.0300,12,4
2018-06-07 19:41:12.483000,2018-06-07 23:41:30.200000,430890.200,35.9728269987,-78.9339503780,75.9089,0.0090,0.0310,12,4
2018-06-07 19:41:12.542000,2018-06-07 23:41:30.300000,430890.300,35.9728268945,-78.9339512977,75.9155,0.0090,0.0310,12,4
2018-06-07 19:41:12.645000,2018-06-07 23:41:30.400000,430890.400,35.9728268060,-78.9339522687,75.9211,0.0100,0.0320,12,4
2018-06-07 19:41:12.703000,2018-06-07 23:41:30.500000,430890.500,35.9728267642,-78.9339532445,75.9267,0.0100,0.0320,12,4
2018-06-07 19:41:12.779000,2018-06-07 23:41:30.600000,430890.600,35.9728267276,-78.9339542492,75.9300,0.0100,0.0330,12,4
2018-06-07 19:41:12.858000,2018-06-07 23:41:30.700000,430890.700,35.9728266565,-78.9339552489,75.9306,0.0100,0.0330,12,4
2018-06-07 19:41:12.943000,2018-06-07 23:41:30.800000,430890.800,35.9728265910,-78.9339562227,75.9272,0.0100,0.0340,12,4
2018-06-07 19:41:13.045000,2018-06-07 23:41:30.900000,430890.900,35.9728264883,-78.9339572331,75.9290,0.0100,0.0340,12,4
2018-06-07 19:41:13.110000,2018-06-07 23:41:31.000000,430891.000,35.9728264169,-78.9339582514,75.9305,0.0110,0.0340,12,4
2018-06-07 19:41:13.171000,2018-06-07 23:41:31.100000,430891.100,35.9728263573,-78.9339592779,75.9281,0.0110,0.0350,12,4
2018-06-07 19:41:13.278000,2018-06-07 23:41:31.200000,430891.200,35.9728262982,-78.9339602949,75.9319,0.0110,0.0350,12,4
2018-06-07 19:41:13.373000,2018-06-07 23:41:31.300000,430891.300,35.9728262887,-78.9339612868,75.9341,0.0110,0.0360,12,4
2018-06-07 19:41:13.488000,2018-06-07 23:41:31.400000,430891.400,35.9728262423,-78.9339623181,75.9370,0.0110,0.0360,12,4
2018-06-07 19:41:13.553000,2018-06-07 23:41:31.500000,430891.500,35.9728262079,-78.9339633430,75.9377,0.0110,0.0370,12,4
2018-06-07 19:41:13.681000,2018-06-07 23:41:31.600000,430891.600,35.9728261974,-78.9339643382,75.9403,0.0120,0.0370,12,4
2018-06-07 19:41:13.740000,2018-06-07 23:41:31.700000,430891.700,35.9728261948,-78.9339653126,75.9465,0.0080,0.0270,12,4
2018-06-07 19:41:13.838000,2018-06-07 23:41:31.800000,430891.800,35.9728261553,-78.9339663039,75.9306,0.0080,0.0270,12,4
2018-06-07 19:41:13.957000,2018-06-07 23:41:31.900000,430891.900,35.9728261328,-78.9339673556,75.9263,0.0090,0.0270,12,4
2018-06-07 19:41:14.029000,2018-06-07 23:41:32.000000,430892.000,35.9728261241,-78.9339683899,75.9214,0.0090,0.0280,12,4
2018-06-07 19:41:14.098000,2018-06-07 23:41:32.100000,430892.100,35.9728260870,-78.9339694267,75.9243,0.0090,0.0280,12,4
2018-06-07 19:41:14.204000,2018-06-07 23:41:32.200000,430892.200,35.9728260174,-78.9339704521,75.9340,0.0090,0.0290,12,4
2018-06-07 19:41:14.263000,2018-06-07 23:41:32.300000,430892.300,35.9728259646,-78.9339715096,75.9283,0.0090,0.0290,12,4
2018-06-07 19:41:14.381000,2018-06-07 23:41:32.400000,430892.400,35.9728258890,-78.9339725888,75.9284,0.0090,0.0290,12,4
2018-06-07 19:41:14.460000,2018-06-07 23:41:32.500000,430892.500,35.9728257909,-78.9339736522,75.9203,0.0100,0.0300,12,4
2018-06-07 19:41:14.552000,2018-06-07 23:41:32.600000,430892.600,35.9728257146,-78.9339746978,75.9276,0.0100,0.0300,12,4
2018-06-07 19:41:14.641000,2018-06-07 23:41:32.700000,430892.700,35.9728256230,-78.9339757697,75.9322,0.0100,0.0310,12,4
2018-06-07 19:41:14.759000,2018-06-07 23:41:32.800000,430892.800,35.9728255345,-78.9339768264,75.9292,0.0100,0.0310,12,4
2018-06-07 19:41:14.827000,2018-06-07 23:41:32.900000,430892.900,35.9728254231,-78.9339778614,75.9233,0.0100,0.0310,12,4
2018-06-07 19:41:14.974000,2018-06-07 23:41:33.000000,430893.000,35.9728253229,-78.9339789118,75.9315,0.0100,0.0320,12,4
2018-06-07 19:41:15.040000,2018-06-07 23:41:33.100000,430893.100,35.9728252256,-78.9339799550,75.9293,0.0110,0.0320,12,4
2018-06-07 19:41:15.140000,2018-06-07 23:41:33.200000,430893.200,35.9728251519,-78.9339809580,75.9258,0.0110,0.0320,12,4
2018-06-07 19:41:15.247000,2018-06-07 23:41:33.300000,430893.300,35.9728250089,-78.9339819530,75.9288,0.0110,0.0330,12,4
2018-06-07 19:41:15.343000,2018-06-07 23:41:33.400000,430893.400,35.9728248544,-78.9339829771,75.9329,0.0110,0.0330,12,4
2018-06-07 19:41:15.413000,2018-06-07 23:41:33.500000,430893.500,35.9728247020,-78.9339840199,75.9333,0.0110,0.0330,12,4
2018-06-07 19:41:15.561000,2018-06-07 23:41:33.600000,430893.600,35.9728245434,-78.9339850601,75.9285,0.0080,0.0250,12,4
2018-06-07 19:41:15.659000,2018-06-07 23:41:33.700000,430893.700,35.9728244088,-78.9339860781,75.9320,0.0080,0.0260,12,4
2018-06-07 19:41:15.741000,2018-06-07 23:41:33.800000,430893.800,35.9728242559,-78.9339871370,75.9275,0.0080,0.0260,12,4
2018-06-07 19:41:15.826000,2018-06-07 23:41:33.900000,430893.900,35.9728240975,-78.9339881895,75.9291,0.0090,0.0270,12,4
2018-06-07 19:41:15.949000,2018-06-07 23:41:34.000000,430894.000,35.9728239437,-78.9339892350,75.9328,0.0090,0.0270,12,4
2018-06-07 19:41:16.054000,2018-06-07 23:41:34.100000,430894.100,35.9728237709,-78.9339902838,75.9388,0.0090,0.0280,12,4
2018-06-07 19:41:16.173000,2018-06-07 23:41:34.200000,430894.200,35.9728235967,-78.9339913302,75.9377,0.0090,0.0280,12,4
2018-06-07 19:41:16.240000,2018-06-07 23:41:34.300000,430894.300,35.9728234270,-78.9339924118,75.9375,0.0090,0.0290,12,4
2018-06-07 19:41:16.357000,2018-06-07 23:41:34.400000,430894.400,35.9728232519,-78.9339935374,75.9467,0.0090,0.0290,12,4
2018-06-07 19:41:16.425000,2018-06-07 23:41:34.500000,430894.500,35.9728230637,-78.9339946577,75.9512,0.0100,0.0290,12,4
2018-06-07 19:41:16.538000,2018-06-07 23:41:34.600000,430894.600,35.9728228408,-78.9339957844,75.9493,0.0100,0.0300,12,4
2018-06-07 19:41:16.627000,2018-06-07 23:41:34.700000,430894.700,35.9728225822,-78.9339969167,75.9571,0.0100,0.0300,12,4
2018-06-07 19:41:16.797000,2018-06-07 23:41:34.800000,430894.800,35.9728223470,-78.9339980889,75.9479,0.0100,0.0300,12,4
2018-06-07 19:41:16.893000,2018-06-07 23:41:34.900000,430894.900,35.9728221639,-78.9339992721,75.9493,0.0100,0.0310,12,4
2018-06-07 19:41:16.982000,2018-06-07 23:41:35.000000,430895.000,35.9728219353,-78.9340004826,75.9597,0.0100,0.0310,12,4
2018-06-07 19:41:17.039000,2018-06-07 23:41:35.100000,430895.100,35.9728217296,-78.9340016757,75.9673,0.0100,0.0310,12,4
2018-06-07 19:41:17.151000,2018-06-07 23:41:35.200000,430895.200,35.9728215017,-78.9340028880,75.9606,0.0110,0.0320,12,4
2018-06-07 19:41:17.236000,2018-06-07 23:41:35.300000,430895.300,35.9728212515,-78.9340040537,75.9592,0.0110,0.0320,12,4
2018-06-07 19:41:17.378000,2018-06-07 23:41:35.400000,430895.400,35.9728210215,-78.9340052365,75.9600,0.0110,0.0320,12,4
2018-06-07 19:41:17.447000,2018-06-07 23:41:35.500000,430895.500,35.9728207961,-78.9340064387,75.9602,0.0110,0.0330,12,4
2018-06-07 19:41:17.541000,2018-06-07 23:41:35.600000,430895.600,35.9728205643,-78.9340076653,75.9665,0.0110,0.0330,12,4
2018-06-07 19:41:17.628000,2018-06-07 23:41:35.700000,430895.700,35.9728203846,-78.9340088536,75.9488,0.0080,0.0260,12,4
2018-06-07 19:41:17.765000,2018-06-07 23:41:35.800000,430895.800,35.9728201580,-78.9340100193,75.9532,0.0080,0.0260,12,4
2018-06-07 19:41:17.846000,2018-06-07 23:41:35.900000,430895.900,35.9728199121,-78.9340111844,75.9530,0.0090,0.0270,12,4
2018-06-07 19:41:17.965000,2018-06-07 23:41:36.000000,430896.000,35.9728196547,-78.9340123511,75.9547,0.0090,0.0270,12,4
2018-06-07 19:41:18.046000,2018-06-07 23:41:36.100000,430896.100,35.9728194257,-78.9340135566,75.9524,0.0090,0.0270,12,4
2018-06-07 19:41:18.147000,2018-06-07 23:41:36.200000,430896.200,35.9728191904,-78.9340147640,75.9547,0.0090,0.0280,12,4
2018-06-07 19:41:18.240000,2018-06-07 23:41:36.300000,430896.300,35.9728189737,-78.9340159757,75.9604,0.0090,0.0280,12,4
