157.75,-53.153,-1.0719
159.32,-58.003,-1.0809
160.87,-62.713,-1.0927
162.42,-67.507,-1.1004
163.92,-72.211,-1.109
165.48,-77.016,-1.1216
166.99,-81.699,-1.1326
168.58,-86.437,-1.1404
170.14,-91.267,-1.1342
171.58,-96.007,-1.1393
173,-100.81,-1.1605
174.41,-105.59,-1.1975
175.89,-110.4,-1.2501
177.37,-115.18,-1.3147
178.88,-119.94,-1.3759
180.44,-124.63,-1.4235
182.07,-129.47,-1.4478
183.69,-134.21,-1.4453
185.33,-138.88,-1.417
187.08,-143.55,-1.3723
188.89,-148.25,-1.3152
190.58,-152.92,-1.2558
192.01,-157.69,-1.1939
193.04,-162.56,-1.1264
193.49,-167.6,-1.0498
193.24,-172.54,-0.98173
192.27,-177.5,-0.94072
190.46,-182.16,-0.93894
187.69,-186.25,-0.97359
183.96,-189.62,-1.0445
179.61,-192.07,-1.126
174.89,-193.72,-1.1919
169.95,-194.77,-1.2417
165,-195.24,-1.2665
160,-195.09,-1.264
155.09,-194.25,-1.2384
150.38,-192.55,-1.1977
146.14,-189.97,-1.1536
142.52,-186.48,-1.1182
139.68,-182.33,-1.0907
137.59,-177.81,-1.0741
135.94,-173.08,-1.0684
134.52,-168.24,-1.0604
133.2,-163.41,-1.0556
131.94,-158.68,-1.053
130.61,-153.85,-1.0553
129.26,-149.03,-1.0576
127.84,-144.15,-1.0555
126.38,-139.44,-1.0504
124.86,-134.61,-1.0405
123.38,-129.87,-1.0281
121.84,-125.14,-1.0123
120.25,-120.41,-0.99525
118.44,-115.73,-0.97659
116.41,-111.14,-0.95627
114.22,-106.71,-0.93993
111.8,-102.23,-0.9275
109.31,-97.926,-0.92074
106.75,-93.683,-0.91385
104.04,-89.41,-0.90323
101.17,-85.3,-0.885
98.163,-81.338,-0.85711
94.98,-77.565,-0.82798
91.518,-73.939,-0.80032
87.858,-70.508,-0.77308
84.048,-67.255,-0.75144
80.163,-64.107,-0.73547
76.276,-60.995,-0.71407
72.374,-57.902,-0.6921
68.467,-54.783,-0.66793
64.522,-51.659,-0.64219
60.504,-48.598,-0.61029
56.548,-45.615,-0.57738
52.52,-42.568,-0.54104
48.6,-39.568,-0.50449
44.619,-36.478,-0.46093
40.671,-33.357,-0.41837
36.81,-30.272,-0.38013
32.816,-27.07,-0.33908
28.945,-23.962,-0.29977
25.075,-20.861,-0.25826
21.21,-17.749,-0.21829
17.349,-14.629,-0.18191
13.438,-11.474,-0.13909
9.5251,-8.3106,-0.095066
5.63,-5.1821,-0.053665
1.7535,-2.028,-0.0074058
