pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-19 11:04:49.143000,2018-06-19 15:05:6.600000,227106.600,35.3259611850,-78.5109790708,35.6944,0.0090,0.0220,16,4
2018-06-19 11:04:49.187000,2018-06-19 15:05:6.700000,227106.700,35.3259608420,-78.5109794385,35.6952,0.0090,0.0220,16,4
2018-06-19 11:04:49.244000,2018-06-19 15:05:6.800000,227106.800,35.3259605297,-78.5109797828,35.6984,0.0100,0.0230,16,4
2018-06-19 11:04:49.287000,2018-06-19 15:05:6.900000,227106.900,35.3259602170,-78.5109801215,35.6970,0.0100,0.0230,16,4
2018-06-19 11:04:49.352000,2018-06-19 15:05:7.000000,227107.000,35.3259599352,-78.5109803924,35.6918,0.0100,0.0230,16,4
2018-06-19 11:04:49.419000,2018-06-19 15:05:7.100000,227107.100,35.3259596729,-78.5109806573,35.6959,0.0080,0.0180,16,4
2018-06-19 11:04:49.517000,2018-06-19 15:05:7.200000,227107.200,35.3259594208,-78.5109808980,35.6978,0.0080,0.0180,16,4
2018-06-19 11:04:49.588000,2018-06-19 15:05:7.300000,227107.300,35.3259592078,-78.5109810960,35.7001,0.0080,0.0180,16,4
2018-06-19 11:04:49.655000,2018-06-19 15:05:7.400000,227107.400,35.3259590354,-78.5109812751,35.6965,0.0080,0.0190,16,4
2018-06-19 11:04:49.696000,2018-06-19 15:05:7.500000,227107.500,35.3259588926,-78.5109814254,35.6950,0.0080,0.0190,16,4
2018-06-19 11:04:49.772000,2018-06-19 15:05:7.600000,227107.600,35.3259587630,-78.5109815674,35.6950,0.0080,0.0190,16,4
2018-06-19 11:04:49.818000,2018-06-19 15:05:7.700000,227107.700,35.3259586552,-78.5109816621,35.6951,0.0080,0.0200,16,4
2018-06-19 11:04:49.897000,2018-06-19 15:05:7.800000,227107.800,35.3259585629,-78.5109817303,35.6969,0.0080,0.0200,16,4
2018-06-19 11:04:49.939000,2018-06-19 15:05:7.900000,227107.900,35.3259585043,-78.5109818045,35.7005,0.0090,0.0200,16,4
2018-06-19 11:04:50.008000,2018-06-19 15:05:8.000000,227108.000,35.3259584742,-78.5109818330,35.6965,0.0090,0.0210,16,4
2018-06-19 11:04:50.068000,2018-06-19 15:05:8.100000,227108.100,35.3259584717,-78.5109818343,35.6942,0.0090,0.0210,16,4
2018-06-19 11:04:50.126000,2018-06-19 15:05:8.200000,227108.200,35.3259584659,-78.5109818272,35.6993,0.0090,0.0210,16,4
2018-06-19 11:04:50.216000,2018-06-19 15:05:8.300000,227108.300,35.3259584891,-78.5109818296,35.6963,0.0090,0.0210,16,4
2018-06-19 11:04:50.264000,2018-06-19 15:05:8.400000,227108.400,35.3259584788,-78.5109818212,35.6994,0.0090,0.0220,16,4
2018-06-19 11:04:50.298000,2018-06-19 15:05:8.500000,227108.500,35.3259584734,-78.5109818293,35.6980,0.0090,0.0220,16,4
2018-06-19 11:04:50.387000,2018-06-19 15:05:8.600000,227108.600,35.3259584787,-78.5109818211,35.6989,0.0090,0.0220,16,4
2018-06-19 11:04:50.429000,2018-06-19 15:05:8.700000,227108.700,35.3259584847,-78.5109818259,35.6974,0.0090,0.0220,16,4
2018-06-19 11:04:50.486000,2018-06-19 15:05:8.800000,227108.800,35.3259584710,-78.5109818174,35.7002,0.0100,0.0230,16,4
2018-06-19 11:04:50.537000,2018-06-19 15:05:8.900000,227108.900,35.3259584772,-78.5109818253,35.6982,0.0100,0.0230,16,4
2018-06-19 11:04:50.619000,2018-06-19 15:05:9.000000,227109.000,35.3259584662,-78.5109818157,35.7008,0.0100,0.0230,16,4
2018-06-19 11:04:50.670000,2018-06-19 15:05:9.100000,227109.100,35.3259584738,-78.5109818402,35.6964,0.0080,0.0180,16,4
2018-06-19 11:04:50.739000,2018-06-19 15:05:9.200000,227109.200,35.3259584677,-78.5109818336,35.6979,0.0080,0.0180,16,4
