pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-19 10:59:57.064000,2018-06-19 15:00:15.800000,226815.800,35.3258920781,-78.5109578192,35.7298,0.0100,0.0220,17,4
2018-06-19 10:59:57.142000,2018-06-19 15:00:15.900000,226815.900,35.3258920833,-78.5109578618,35.7225,0.0070,0.0180,17,4
2018-06-19 10:59:57.279000,2018-06-19 15:00:16.000000,226816.000,35.3258920836,-78.5109578287,35.7257,0.0080,0.0180,17,4
2018-06-19 10:59:57.346000,2018-06-19 15:00:16.100000,226816.100,35.3258920920,-78.5109578475,35.7219,0.0080,0.0180,17,4
2018-06-19 10:59:57.455000,2018-06-19 15:00:16.200000,226816.200,35.3258920931,-78.5109578393,35.7206,0.0080,0.0190,17,4
2018-06-19 10:59:57.575000,2018-06-19 15:00:16.300000,226816.300,35.3258920950,-78.5109578146,35.7224,0.0080,0.0190,17,4
2018-06-19 10:59:57.682000,2018-06-19 15:00:16.400000,226816.400,35.3258920922,-78.5109578361,35.7241,0.0080,0.0190,17,4
2018-06-19 10:59:57.758000,2018-06-19 15:00:16.500000,226816.500,35.3258920959,-78.5109578159,35.7242,0.0080,0.0190,17,4
2018-06-19 10:59:57.862000,2018-06-19 15:00:16.600000,226816.600,35.3258920955,-78.5109578225,35.7213,0.0080,0.0200,17,4
2018-06-19 10:59:57.946000,2018-06-19 15:00:16.700000,226816.700,35.3258921019,-78.5109578303,35.7213,0.0080,0.0200,17,4
2018-06-19 10:59:58.078000,2018-06-19 15:00:16.800000,226816.800,35.3258921031,-78.5109578227,35.7228,0.0090,0.0200,17,4
2018-06-19 10:59:58.132000,2018-06-19 15:00:16.900000,226816.900,35.3258920894,-78.5109578261,35.7241,0.0090,0.0200,17,4
2018-06-19 10:59:58.286000,2018-06-19 15:00:17.000000,226817.000,35.3258921028,-78.5109578269,35.7208,0.0090,0.0210,17,4
2018-06-19 10:59:58.342000,2018-06-19 15:00:17.100000,226817.100,35.3258920910,-78.5109578176,35.7224,0.0090,0.0210,17,4
2018-06-19 10:59:58.496000,2018-06-19 15:00:17.200000,226817.200,35.3258920980,-78.5109578329,35.7222,0.0090,0.0210,17,4
2018-06-19 10:59:58.556000,2018-06-19 15:00:17.300000,226817.300,35.3258920967,-78.5109578333,35.7216,0.0090,0.0210,17,4
2018-06-19 10:59:58.664000,2018-06-19 15:00:17.400000,226817.400,35.3258921030,-78.5109578196,35.7223,0.0090,0.0220,17,4
2018-06-19 10:59:58.756000,2018-06-19 15:00:17.500000,226817.500,35.3258921007,-78.5109578207,35.7199,0.0090,0.0220,17,4
2018-06-19 10:59:58.847000,2018-06-19 15:00:17.600000,226817.600,35.3258920941,-78.5109578212,35.7206,0.0090,0.0220,17,4
2018-06-19 10:59:58.933000,2018-06-19 15:00:17.700000,226817.700,35.3258920934,-78.5109578162,35.7188,0.0090,0.0220,17,4
2018-06-19 10:59:59.059000,2018-06-19 15:00:17.800000,226817.800,35.3258920819,-78.5109578067,35.7189,0.0100,0.0220,17,4
2018-06-19 10:59:59.147000,2018-06-19 15:00:17.900000,226817.900,35.3258920650,-78.5109577993,35.7162,0.0100,0.0230,17,4
2018-06-19 10:59:59.279000,2018-06-19 15:00:18.000000,226818.000,35.3258919912,-78.5109577878,35.7186,0.0080,0.0180,17,4
2018-06-19 10:59:59.341000,2018-06-19 15:00:18.100000,226818.100,35.3258919040,-78.5109577213,35.7177,0.0080,0.0180,17,4
2018-06-19 10:59:59.465000,2018-06-19 15:00:18.200000,226818.200,35.3258917526,-78.5109576122,35.7182,0.0080,0.0190,17,4
2018-06-19 10:59:59.573000,2018-06-19 15:00:18.300000,226818.300,35.3258915401,-78.5109574566,35.7150,0.0080,0.0190,17,4
2018-06-19 10:59:59.681000,2018-06-19 15:00:18.400000,226818.400,35.3258912715,-78.5109572346,35.7144,0.0080,0.0190,17,4
2018-06-19 10:59:59.760000,2018-06-19 15:00:18.500000,226818.500,35.3258909467,-78.5109570285,35.7134,0.0080,0.0190,17,4
2018-06-19 10:59:59.846000,2018-06-19 15:00:18.600000,226818.600,35.3258905940,-78.5109567662,35.7143,0.0080,0.0200,17,4
2018-06-19 10:59:59.945000,2018-06-19 15:00:18.700000,226818.700,35.3258901889,-78.5109565007,35.7119,0.0080,0.0200,17,4
2018-06-19 11:00:0.068000,2018-06-19 15:00:18.800000,226818.800,35.3258897358,-78.5109561892,35.7125,0.0090,0.0200,17,4
2018-06-19 11:00:0.137000,2018-06-19 15:00:18.900000,226818.900,35.3258892382,-78.5109558614,35.7121,0.0090,0.0200,17,4
2018-06-19 11:00:0.295000,2018-06-19 15:00:19.000000,226819.000,35.3258887144,-78.5109554799,35.7132,0.0090,0.0210,17,4
2018-06-19 11:00:0.348000,2018-06-19 15:00:19.100000,226819.100,35.3258881536,-78.5109551149,35.7110,0.0090,0.0210,17,4
2018-06-19 11:00:0.451000,2018-06-19 15:00:19.200000,226819.200,35.3258875382,-78.5109546665,35.7103,0.0090,0.0210,17,4
2018-06-19 11:00:0.558000,2018-06-19 15:00:19.300000,226819.300,35.3258868655,-78.5109542336,35.7119,0.0090,0.0210,17,4
2018-06-19 11:00:0.661000,2018-06-19 15:00:19.400000,226819.400,35.3258861770,-78.5109538270,35.7112,0.0090,0.0220,17,4
2018-06-19 11:00:0.770000,2018-06-19 15:00:19.500000,226819.500,35.3258854509,-78.5109533486,35.7122,0.0090,0.0220,17,4
2018-06-19 11:00:0.898000,2018-06-19 15:00:19.600000,226819.600,35.3258847032,-78.5109529008,35.7108,0.0090,0.0220,17,4
2018-06-19 11:00:0.943000,2018-06-19 15:00:19.700000,226819.700,35.3258838988,-78.5109523987,35.7152,0.0090,0.0220,17,4
2018-06-19 11:00:1.059000,2018-06-19 15:00:19.800000,226819.800,35.3258830566,-78.5109519045,35.7140,0.0100,0.0220,17,4
2018-06-19 11:00:1.135000,2018-06-19 15:00:19.900000,226819.900,35.3258821924,-78.5109514329,35.7116,0.0100,0.0230,17,4
