0.0000 44.1031 4294967295.//// -1.1217 13.7537 3.2066 -4294967295.//// 6342
0.3120 23.3465 0.0624 0.0048 15.9025 1.4681 99.9017 122178
0.3140 23.3465 0.0620 0.0048 15.9025 1.4681 99.9023 122228
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122278
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122328
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122378
0.3120 23.3465 0.0624 0.0048 15.9025 1.4681 99.9017 122428
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122478
0.3140 23.3465 0.0620 0.0048 15.9025 1.4681 99.9023 122528
0.3120 23.3465 0.0624 0.0048 15.9025 1.4681 99.9017 122578
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122628
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122678
0.3130 23.3368 0.0622 0.0026 15.9012 1.4676 99.9020 122728
0.3130 23.3368 0.0622 0.0026 15.9012 1.4676 99.9020 122778
0.3130 23.3368 0.0622 0.0026 15.9012 1.4676 99.9020 122828
0.3120 23.3465 0.0624 0.0048 15.9025 1.4681 99.9017 122878
0.3110 23.3465 0.0626 0.0048 15.9025 1.4681 99.9014 122928
0.3130 23.3465 0.0622 0.0048 15.9025 1.4681 99.9020 122978
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 123028
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 123078
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 123128
0.3110 23.3447 0.0626 0.0031 15.9012 1.4681 99.9014 123179
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 123229
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 123279
0.3130 23.3368 0.0622 0.0026 15.9012 1.4676 99.9020 123329
0.3110 23.3368 0.0626 0.0026 15.9012 1.4676 99.9014 123379
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 123429
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 123479
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 123529
0.3110 23.3447 0.0626 0.0031 15.9012 1.4681 99.9014 123579
0.3110 23.3447 0.0626 0.0031 15.9012 1.4681 99.9014 123629
0.3120 23.3526 0.0624 0.0036 15.9012 1.4686 99.9017 123679
0.3120 23.3526 0.0624 0.0036 15.9012 1.4686 99.9017 123729
0.3130 23.3526 0.0622 0.0036 15.9012 1.4686 99.9020 123779
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 123829
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 123879
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 123929
0.3110 23.3368 0.0626 0.0026 15.9012 1.4676 99.9014 123979
0.3140 23.3368 0.0620 0.0026 15.9012 1.4676 99.9024 124029
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 124079
0.3120 23.3526 0.0624 0.0036 15.9012 1.4686 99.9017 124129
0.3130 23.3526 0.0622 0.0036 15.9012 1.4686 99.9020 124179
0.3130 23.3526 0.0622 0.0036 15.9012 1.4686 99.9020 124229
0.3130 23.3429 0.0622 0.0014 15.9000 1.4681 99.9020 124279
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 124329
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 124379
0.3140 23.3447 0.0620 0.0031 15.9012 1.4681 99.9023 124429
0.3140 23.3447 0.0620 0.0031 15.9012 1.4681 99.9023 124480
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 124530
0.3120 23.3368 0.0624 0.0026 15.9012 1.4676 99.9017 124580
0.3130 23.3368 0.0622 0.0026 15.9012 1.4676 99.9020 124630
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 124680
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 124730
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 124780
0.3140 23.3429 0.0620 0.0014 15.9000 1.4681 99.9023 124830
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 124880
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 124930
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 124980
0.3120 23.3447 0.0624 0.0031 15.9012 1.4681 99.9017 125030
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 125080
0.3130 23.3447 0.0622 0.0031 15.9012 1.4681 99.9020 125130
0.3140 23.3447 0.0620 0.0031 15.9012 1.4681 99.9023 125180
0.3140 23.3429 0.0620 0.0014 15.9000 1.4681 99.9023 125230
0.3130 23.3429 0.0622 0.0014 15.9000 1.4681 99.9020 125280
0.3140 23.3429 0.0620 0.0014 15.9000 1.4681 99.9023 125330
0.3130 23.3429 0.0622 0.0014 15.9000 1.4681 99.9020 125380
0.3130 23.3429 0.0622 0.0014 15.9000 1.4681 99.9020 125430
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 125480
0.3140 23.3429 0.0620 0.0014 15.9000 1.4681 99.9023 125530
0.3150 23.3429 0.0618 0.0014 15.9000 1.4681 99.9026 125580
0.3140 23.3429 0.0620 0.0014 15.9000 1.4681 99.9023 125630
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 125680
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 125730
0.3110 23.3429 0.0626 0.0014 15.9000 1.4681 99.9014 125780
0.3110 23.3429 0.0626 0.0014 15.9000 1.4681 99.9014 125830
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 125880
0.3120 23.3508 0.0624 0.0019 15.9000 1.4686 99.9017 125930
0.3120 23.3508 0.0624 0.0019 15.9000 1.4686 99.9017 125980
0.3120 23.3508 0.0624 0.0019 15.9000 1.4686 99.9017 126030
0.3130 23.3429 0.0622 0.0014 15.9000 1.4681 99.9020 126080
0.3120 23.3429 0.0624 0.0014 15.9000 1.4681 99.9017 126130
0.3130 23.3508 0.0622 0.0019 15.9000 1.4686 99.9020 126181
0.3130 23.3508 0.0622 0.0019 15.9000 1.4686 99.9020 126231
0.3120 23.3508 0.0624 0.0019 15.9000 1.4686 99.9017 126281
0.3130 23.3349 0.0621 0.0009 15.9000 1.4676 99.9020 126331
0.3120 23.3349 0.0623 0.0009 15.9000 1.4676 99.9017 126381
0.3140 23.3349 0.0619 0.0009 15.9000 1.4676 99.9024 126431
0.3120 23.3508 0.0624 0.0019 15.9000 1.4686 99.9017 126481
0.3130 23.3508 0.0622 0.0019 15.9000 1.4686 99.9020 126531
0.3120 23.3508 0.0624 0.0019 15.9000 1.4686 99.9017 126581
0.3150 23.3508 0.0618 0.0019 15.9000 1.4686 99.9026 126631
0.3130 23.3508 0.0622 0.0019 15.9000 1.4686 99.9020 126681
0.3150 23.3410 0.0618 -0.0002 15.8988 1.4681 99.9026 126731
0.3130 23.3410 0.0622 -0.0002 15.8988 1.4681 99.9020 126782
0.7390 23.3410 0.0263 -0.0002 15.8988 1.4681 99.9585 126832
0.5870 48.9937 0.0696 -1.6362 12.9312 3.7888 99.8651 126882
0.5630 48.9937 0.0725 -1.6362 12.9312 3.7888 99.8594 126932
0.5520 48.9937 0.0740 -1.6362 12.9312 3.7888 99.8566 126982
0.5410 23.5059 0.0362 0.8203 16.5500 1.4203 99.9452 127033
0.5300 23.5059 0.0370 0.8203 16.5500 1.4203 99.9440 127083
0.5170 23.5059 0.0379 0.8203 16.5500 1.4203 99.9426 127133
0.5040 23.3161 0.0386 0.8525 16.5850 1.4059 99.9417 127183
0.4920 23.3161 0.0395 0.8525 16.5850 1.4059 99.9403 127233
0.4830 23.3199 0.0402 0.8122 16.5525 1.4088 99.9391 127283
0.4730 23.3199 0.0411 0.8122 16.5525 1.4088 99.9378 127333
0.4610 23.3199 0.0422 0.8122 16.5525 1.4088 99.9361 127383
0.4520 23.3087 0.0430 0.7725 16.5212 1.4108 99.9348 127433
0.4430 23.3087 0.0439 0.7725 16.5212 1.4108 99.9335 127483
0.4350 23.3087 0.0447 0.7725 16.5212 1.4108 99.9322 127533
0.4280 23.3128 0.0454 0.7400 16.4950 1.4133 99.9310 127584
0.4190 23.3128 0.0464 0.7400 16.4950 1.4133 99.9295 127634
0.4130 23.3128 0.0471 0.7400 16.4950 1.4133 99.9285 127684
0.4070 23.3238 0.0478 0.7141 16.4737 1.4158 99.9273 127734
0.4000 23.3238 0.0486 0.7141 16.4737 1.4158 99.9260 127784
0.3950 23.3402 0.0493 0.7151 16.4737 1.4168 99.9251 127834
0.3890 23.3172 0.0500 0.6935 16.4575 1.4168 99.9239 127884
0.3850 23.3172 0.0505 0.6935 16.4575 1.4168 99.9231 127934
0.3790 23.3368 0.0513 0.6760 16.4425 1.4193 99.9218 127984
0.3740 23.3368 0.0520 0.6760 16.4425 1.4193 99.9207 128034
0.3710 23.3368 0.0524 0.6760 16.4425 1.4193 99.9201 128085
0.3670 23.3255 0.0530 0.6581 16.4287 1.4198 99.9192 128135
0.3650 23.3255 0.0533 0.6581 16.4287 1.4198 99.9187 128185
0.3590 23.3255 0.0542 0.6581 16.4287 1.4198 99.9174 128235
0.3560 23.3259 0.0546 0.6441 16.4175 1.4208 99.9166 128285
0.3540 23.3259 0.0549 0.6441 16.4175 1.4208 99.9161 128335
0.3490 23.3259 0.0557 0.6441 16.4175 1.4208 99.9149 128385
0.3440 23.3444 0.0566 0.6328 16.4075 1.4228 99.9136 128435
0.3440 23.3444 0.0566 0.6328 16.4075 1.4228 99.9136 128485
0.3420 23.3237 0.0569 0.6206 16.3988 1.4223 99.9131 128536
0.3390 23.3237 0.0574 0.6206 16.3988 1.4223 99.9123 128586
0.3370 23.3237 0.0577 0.6206 16.3988 1.4223 99.9118 128636
0.3350 23.3276 0.0580 0.6099 16.3900 1.4233 99.9112 128686
0.3320 23.3276 0.0586 0.6099 16.3900 1.4233 99.9104 128736
0.3310 23.3276 0.0587 0.6099 16.3900 1.4233 99.9102 128786
0.3280 23.3170 0.0593 0.6000 16.3825 1.4233 99.9093 128836
0.3270 23.3170 0.0594 0.6000 16.3825 1.4233 99.9091 128886
0.3280 23.3170 0.0593 0.6000 16.3825 1.4233 99.9093 128936
0.3250 23.3307 0.0598 0.5914 16.3750 1.4248 99.9084 128986
0.3240 23.3307 0.0600 0.5914 16.3750 1.4248 99.9081 129036
0.3230 23.3364 0.0602 0.5824 16.3675 1.4258 99.9078 129087
0.3220 23.3364 0.0604 0.5824 16.3675 1.4258 99.9075 129137
0.3210 23.3364 0.0606 0.5824 16.3675 1.4258 99.9072 129187
0.3180 23.3356 0.0612 0.5746 16.3612 1.4263 99.9063 129237
0.3170 23.3356 0.0614 0.5746 16.3612 1.4263 99.9060 129287
0.3180 23.3356 0.0612 0.5746 16.3612 1.4263 99.9063 129337
0.3170 23.3348 0.0614 0.5668 16.3550 1.4268 99.9060 129387
0.3140 23.3348 0.0619 0.5668 16.3550 1.4268 99.9051 129437
0.3140 23.3348 0.0619 0.5668 16.3550 1.4268 99.9051 129487
0.3140 23.3358 0.0620 0.5606 16.3500 1.4273 99.9050 129537
0.3130 23.3358 0.0622 0.5606 16.3500 1.4273 99.9047 129588
0.3130 23.3287 0.0621 0.5539 16.3450 1.4273 99.9047 129638
0.3120 23.3287 0.0623 0.5539 16.3450 1.4273 99.9044 129688
0.3100 23.3287 0.0627 0.5539 16.3450 1.4273 99.9038 129738
0.3100 23.3378 0.0628 0.5483 16.3400 1.4283 99.9037 129788
0.3100 23.3378 0.0628 0.5483 16.3400 1.4283 99.9037 129838
0.3100 23.3378 0.0628 0.5483 16.3400 1.4283 99.9037 129888
0.3100 23.3307 0.0627 0.5416 16.3350 1.4283 99.9037 129938
0.3070 23.3307 0.0634 0.5416 16.3350 1.4283 99.9028 129988
0.3080 23.3307 0.0631 0.5416 16.3350 1.4283 99.9031 130039
0.3080 23.3236 0.0631 0.5349 16.3300 1.4283 99.9031 130089
0.3080 23.3236 0.0631 0.5349 16.3300 1.4283 99.9031 130139
0.3090 23.3317 0.0629 0.5354 16.3300 1.4288 99.9034 130189
0.3070 23.3263 0.0633 0.5304 16.3263 1.4288 99.9028 130239
0.3050 23.3263 0.0638 0.5304 16.3263 1.4288 99.9021 130289
0.3070 23.3273 0.0633 0.5243 16.3213 1.4293 99.9027 130339
0.3060 23.3273 0.0635 0.5243 16.3213 1.4293 99.9024 130389
0.3060 23.3273 0.0635 0.5243 16.3213 1.4293 99.9024 130439
0.3050 23.3301 0.0638 0.5198 16.3175 1.4298 99.9021 130489
0.3050 23.3301 0.0638 0.5198 16.3175 1.4298 99.9021 130539
0.3060 23.3301 0.0636 0.5198 16.3175 1.4298 99.9024 130590
0.3070 23.3247 0.0633 0.5148 16.3137 1.4298 99.9027 130640
0.3040 23.3247 0.0640 0.5148 16.3137 1.4298 99.9017 130690
0.3050 23.3247 0.0637 0.5148 16.3137 1.4298 99.9021 130740
0.3050 23.3275 0.0638 0.5103 16.3100 1.4303 99.9020 130790
0.3040 23.3275 0.0640 0.5103 16.3100 1.4303 99.9017 130840
0.3040 23.3284 0.0640 0.5041 16.3050 1.4308 99.9017 130890
0.3040 23.3284 0.0640 0.5041 16.3050 1.4308 99.9017 130940
0.3040 23.3284 0.0640 0.5041 16.3050 1.4308 99.9017 130990
0.3050 23.3249 0.0638 0.5008 16.3025 1.4308 99.9020 131040
0.3040 23.3249 0.0640 0.5008 16.3025 1.4308 99.9017 131090
0.3050 23.3249 0.0638 0.5008 16.3025 1.4308 99.9020 131140
0.3040 23.3276 0.0640 0.4963 16.2987 1.4313 99.9016 131190
0.3050 23.3276 0.0638 0.4963 16.2987 1.4313 99.9020 131240
0.3040 23.3276 0.0640 0.4963 16.2987 1.4313 99.9016 131291
0.3050 23.3159 0.0637 0.4924 16.2962 1.4308 99.9020 131341
0.3040 23.3159 0.0639 0.4924 16.2962 1.4308 99.9017 131391
0.3040 23.3349 0.0640 0.4889 16.2925 1.4322 99.9016 131441
0.3030 23.3349 0.0642 0.4889 16.2925 1.4322 99.9012 131491
0.3040 23.3349 0.0640 0.4889 16.2925 1.4322 99.9016 131541
0.3030 23.3376 0.0642 0.4844 16.2887 1.4327 99.9012 131591
0.3040 23.3376 0.0640 0.4844 16.2887 1.4327 99.9015 131641
0.3040 23.3376 0.0640 0.4844 16.2887 1.4327 99.9015 131691
0.3030 23.3341 0.0642 0.4811 16.2862 1.4327 99.9012 131741
0.3030 23.3341 0.0642 0.4811 16.2862 1.4327 99.9012 131792
0.3040 23.3341 0.0640 0.4811 16.2862 1.4327 99.9015 131842
0.3020 23.3287 0.0644 0.4761 16.2825 1.4327 99.9009 131892
0.3030 23.3287 0.0642 0.4761 16.2825 1.4327 99.9012 131942
0.3030 23.3413 0.0642 0.4737 16.2800 1.4337 99.9011 131992
0.3040 23.3413 0.0640 0.4737 16.2800 1.4337 99.9015 132042
0.3030 23.3413 0.0642 0.4737 16.2800 1.4337 99.9011 132092
0.3030 23.3377 0.0642 0.4704 16.2775 1.4337 99.9011 132142
0.3040 23.3377 0.0640 0.4704 16.2775 1.4337 99.9015 132192
0.3030 23.3377 0.0642 0.4704 16.2775 1.4337 99.9011 132242
0.3040 23.3405 0.0640 0.4659 16.2738 1.4342 99.9014 132292
0.3050 23.3405 0.0638 0.4659 16.2738 1.4342 99.9017 132342
0.3040 23.3405 0.0640 0.4659 16.2738 1.4342 99.9014 132393
0.3040 23.3369 0.0640 0.4626 16.2712 1.4342 99.9014 132443
0.3030 23.3369 0.0642 0.4626 16.2712 1.4342 99.9011 132493
0.3040 23.3288 0.0640 0.4621 16.2712 1.4337 99.9015 132543
0.3040 23.3252 0.0640 0.4587 16.2687 1.4337 99.9015 132593
0.3040 23.3252 0.0640 0.4587 16.2687 1.4337 99.9015 132643
0.3040 23.3378 0.0640 0.4564 16.2663 1.4347 99.9014 132693
0.3040 23.3378 0.0640 0.4564 16.2663 1.4347 99.9014 132743
0.3030 23.3378 0.0642 0.4564 16.2663 1.4347 99.9011 132793
0.3040 23.3342 0.0640 0.4531 16.2638 1.4347 99.9014 132843
0.3040 23.3342 0.0640 0.4531 16.2638 1.4347 99.9014 132894
0.3040 23.3342 0.0640 0.4531 16.2638 1.4347 99.9014 132944
0.3040 23.3324 0.0640 0.4514 16.2625 1.4347 99.9014 132994
0.3050 23.3324 0.0638 0.4514 16.2625 1.4347 99.9017 133044
0.3050 23.3324 0.0638 0.4514 16.2625 1.4347 99.9017 133094
0.3040 23.3207 0.0639 0.4476 16.2600 1.4342 99.9014 133144
0.3040 23.3207 0.0639 0.4476 16.2600 1.4342 99.9014 133194
0.3040 23.3414 0.0640 0.4457 16.2575 1.4357 99.9013 133244
0.3030 23.3414 0.0642 0.4457 16.2575 1.4357 99.9010 133294
0.3030 23.3414 0.0642 0.4457 16.2575 1.4357 99.9010 133344
0.3040 23.3379 0.0640 0.4424 16.2550 1.4357 99.9013 133395
0.3050 23.3379 0.0638 0.4424 16.2550 1.4357 99.9016 133445
0.3040 23.3379 0.0640 0.4424 16.2550 1.4357 99.9013 133495
0.3050 23.3343 0.0638 0.4391 16.2525 1.4357 99.9016 133545
0.3040 23.3343 0.0640 0.4391 16.2525 1.4357 99.9013 133595
0.3040 23.3343 0.0640 0.4391 16.2525 1.4357 99.9013 133645
0.3040 23.3325 0.0640 0.4374 16.2512 1.4357 99.9013 133695
0.3030 23.3325 0.0642 0.4374 16.2512 1.4357 99.9010 133745
0.3050 23.3289 0.0638 0.4341 16.2488 1.4357 99.9016 133795
0.3050 23.3289 0.0638 0.4341 16.2488 1.4357 99.9016 133846
0.3030 23.3289 0.0642 0.4341 16.2488 1.4357 99.9010 133896
0.3050 23.3271 0.0638 0.4324 16.2475 1.4357 99.9016 133946
0.3060 23.3271 0.0635 0.4324 16.2475 1.4357 99.9020 133996
0.3060 23.3271 0.0635 0.4324 16.2475 1.4357 99.9020 134046
0.3050 23.3316 0.0638 0.4296 16.2450 1.4362 99.9016 134096
0.3030 23.3316 0.0642 0.4296 16.2450 1.4362 99.9010 134146
0.3040 23.3316 0.0640 0.4296 16.2450 1.4362 99.9013 134196
0.3050 23.3280 0.0638 0.4262 16.2425 1.4362 99.9016 134246
0.3050 23.3280 0.0638 0.4262 16.2425 1.4362 99.9016 134296
0.3050 23.3181 0.0637 0.4241 16.2412 1.4357 99.9016 134347
0.3040 23.3181 0.0639 0.4241 16.2412 1.4357 99.9013 134397
0.3030 23.3181 0.0642 0.4241 16.2412 1.4357 99.9010 134447
0.3040 23.3307 0.0640 0.4217 16.2388 1.4367 99.9013 134497
0.3040 23.3307 0.0640 0.4217 16.2388 1.4367 99.9013 134547
0.3050 23.3307 0.0638 0.4217 16.2388 1.4367 99.9016 134597
0.3040 23.3289 0.0640 0.4201 16.2375 1.4367 99.9013 134647
0.3050 23.3289 0.0638 0.4201 16.2375 1.4367 99.9016 134697
0.3050 23.3289 0.0638 0.4201 16.2375 1.4367 99.9016 134747
0.3050 23.3253 0.0638 0.4167 16.2350 1.4367 99.9016 134797
0.3050 23.3253 0.0638 0.4167 16.2350 1.4367 99.9016 134848
0.3030 23.3253 0.0642 0.4167 16.2350 1.4367 99.9009 134898
0.3040 23.3235 0.0640 0.4151 16.2337 1.4367 99.9013 134948
0.3030 23.3235 0.0642 0.4151 16.2337 1.4367 99.9009 134998
0.3030 23.3217 0.0642 0.4134 16.2325 1.4367 99.9009 135048
0.3040 23.3217 0.0640 0.4134 16.2325 1.4367 99.9013 135098
0.3050 23.3217 0.0637 0.4134 16.2325 1.4367 99.9016 135148
0.3040 23.3343 0.0640 0.4111 16.2300 1.4377 99.9012 135198
0.3030 23.3343 0.0642 0.4111 16.2300 1.4377 99.9009 135248
0.3040 23.3343 0.0640 0.4111 16.2300 1.4377 99.9012 135299
0.3030 23.3307 0.0642 0.4077 16.2275 1.4377 99.9009 135349
0.3050 23.3307 0.0638 0.4077 16.2275 1.4377 99.9015 135399
0.3040 23.3307 0.0640 0.4077 16.2275 1.4377 99.9012 135449
0.3040 23.3289 0.0640 0.4061 16.2262 1.4377 99.9012 135499
0.3050 23.3289 0.0638 0.4061 16.2262 1.4377 99.9015 135549
0.3060 23.3271 0.0635 0.4044 16.2250 1.4377 99.9018 135599
0.3060 23.3271 0.0635 0.4044 16.2250 1.4377 99.9018 135649
0.3040 23.3271 0.0640 0.4044 16.2250 1.4377 99.9012 135699
0.3070 23.3316 0.0634 0.4016 16.2225 1.4382 99.9021 135749
0.3050 23.3316 0.0638 0.4016 16.2225 1.4382 99.9015 135799
0.3050 23.3316 0.0638 0.4016 16.2225 1.4382 99.9015 135849
0.3050 23.3459 0.0638 0.4009 16.2213 1.4392 99.9014 135899
0.3050 23.3459 0.0638 0.4009 16.2213 1.4392 99.9014 135950
0.3050 23.3459 0.0638 0.4009 16.2213 1.4392 99.9014 136000
0.3050 23.3441 0.0638 0.3992 16.2200 1.4392 99.9014 136050
0.3050 23.3441 0.0638 0.3992 16.2200 1.4392 99.9014 136100
0.3050 23.3325 0.0638 0.3954 16.2175 1.4387 99.9014 136150
0.3050 23.3325 0.0638 0.3954 16.2175 1.4387 99.9014 136200
0.3040 23.3325 0.0640 0.3954 16.2175 1.4387 99.9011 136250
0.3040 23.3468 0.0640 0.3947 16.2162 1.4397 99.9011 136300
0.3060 23.3468 0.0636 0.3947 16.2162 1.4397 99.9017 136350
0.3040 23.3468 0.0640 0.3947 16.2162 1.4397 99.9011 136401
0.3060 23.3370 0.0636 0.3926 16.2150 1.4392 99.9017 136451
0.3050 23.3370 0.0638 0.3926 16.2150 1.4392 99.9014 136501
0.3060 23.3370 0.0636 0.3926 16.2150 1.4392 99.9017 136551
0.3050 23.3432 0.0638 0.3914 16.2138 1.4397 99.9014 136601
0.3040 23.3432 0.0640 0.3914 16.2138 1.4397 99.9011 136651
0.3050 23.3477 0.0638 0.3885 16.2113 1.4402 99.9013 136701
0.3040 23.3477 0.0640 0.3885 16.2113 1.4402 99.9010 136751
0.3060 23.3477 0.0636 0.3885 16.2113 1.4402 99.9017 136801
0.3060 23.3378 0.0636 0.3864 16.2100 1.4397 99.9017 136851
0.3050 23.3378 0.0638 0.3864 16.2100 1.4397 99.9014 136901
0.3070 23.3378 0.0634 0.3864 16.2100 1.4397 99.9020 136952
0.3050 23.3441 0.0638 0.3852 16.2087 1.4402 99.9013 137002
0.3060 23.3441 0.0636 0.3852 16.2087 1.4402 99.9017 137052
0.3050 23.3441 0.0638 0.3852 16.2087 1.4402 99.9013 137102
0.3050 23.3423 0.0638 0.3835 16.2075 1.4402 99.9013 137152
0.3050 23.3423 0.0638 0.3835 16.2075 1.4402 99.9013 137202
0.3050 23.3423 0.0638 0.3835 16.2075 1.4402 99.9013 137252
0.3060 23.3405 0.0636 0.3819 16.2062 1.4402 99.9017 137302
0.3060 23.3405 0.0636 0.3819 16.2062 1.4402 99.9017 137352
0.3060 23.3306 0.0636 0.3797 16.2050 1.4397 99.9017 137402
0.3060 23.3306 0.0636 0.3797 16.2050 1.4397 99.9017 137452
0.3060 23.3306 0.0636 0.3797 16.2050 1.4397 99.9017 137503
0.3060 23.3369 0.0636 0.3786 16.2038 1.4402 99.9017 137553
0.3060 23.3369 0.0636 0.3786 16.2038 1.4402 99.9017 137603
0.3040 23.3369 0.0640 0.3786 16.2038 1.4402 99.9010 137653
0.3050 23.3351 0.0638 0.3769 16.2025 1.4402 99.9013 137703
0.3060 23.3351 0.0636 0.3769 16.2025 1.4402 99.9017 137753
0.3050 23.3351 0.0638 0.3769 16.2025 1.4402 99.9013 137803
0.3070 23.3396 0.0634 0.3740 16.2000 1.4407 99.9020 137853
0.3060 23.3396 0.0636 0.3740 16.2000 1.4407 99.9016 137903
0.3070 23.3378 0.0634 0.3724 16.1987 1.4407 99.9020 137953
0.3060 23.3378 0.0636 0.3724 16.1987 1.4407 99.9016 138003
0.3060 23.3378 0.0636 0.3724 16.1987 1.4407 99.9016 138054
0.3060 23.3360 0.0636 0.3707 16.1975 1.4407 99.9016 138104
0.3050 23.3360 0.0638 0.3707 16.1975 1.4407 99.9013 138154
0.3060 23.3360 0.0636 0.3707 16.1975 1.4407 99.9016 138204
0.3050 23.3422 0.0638 0.3695 16.1963 1.4412 99.9013 138254
0.3060 23.3422 0.0636 0.3695 16.1963 1.4412 99.9016 138304
0.3050 23.3422 0.0638 0.3695 16.1963 1.4412 99.9013 138354
0.3050 23.3404 0.0638 0.3679 16.1950 1.4412 99.9013 138404
0.3050 23.3404 0.0638 0.3679 16.1950 1.4412 99.9013 138454
0.3040 23.3467 0.0640 0.3667 16.1938 1.4417 99.9009 138504
0.3040 23.3467 0.0640 0.3667 16.1938 1.4417 99.9009 138554
0.3060 23.3467 0.0636 0.3667 16.1938 1.4417 99.9016 138605
0.3060 23.3288 0.0636 0.3640 16.1925 1.4407 99.9016 138655
0.3050 23.3288 0.0638 0.3640 16.1925 1.4407 99.9013 138705
0.3070 23.3288 0.0633 0.3640 16.1925 1.4407 99.9020 138755
0.3060 23.3431 0.0636 0.3634 16.1912 1.4417 99.9016 138805
0.3070 23.3431 0.0634 0.3634 16.1912 1.4417 99.9019 138855
0.3050 23.3431 0.0638 0.3634 16.1912 1.4417 99.9012 138905
0.3070 23.3413 0.0634 0.3617 16.1900 1.4417 99.9019 138955
0.3050 23.3413 0.0638 0.3617 16.1900 1.4417 99.9012 139005
0.3050 23.3314 0.0638 0.3595 16.1887 1.4412 99.9013 139055
0.3060 23.3314 0.0636 0.3595 16.1887 1.4412 99.9016 139106
0.3050 23.3314 0.0638 0.3595 16.1887 1.4412 99.9013 139156
0.3050 23.3377 0.0638 0.3584 16.1875 1.4417 99.9012 139206
0.3050 23.3377 0.0638 0.3584 16.1875 1.4417 99.9012 139256
0.3050 23.3377 0.0638 0.3584 16.1875 1.4417 99.9012 139306
0.3060 23.3278 0.0636 0.3562 16.1863 1.4412 99.9016 139356
0.3050 23.3278 0.0638 0.3562 16.1863 1.4412 99.9013 139406
0.3050 23.3278 0.0638 0.3562 16.1863 1.4412 99.9013 139456
0.3060 23.3359 0.0636 0.3567 16.1863 1.4417 99.9016 139506
0.3070 23.3359 0.0634 0.3567 16.1863 1.4417 99.9019 139556
0.3040 23.3359 0.0640 0.3567 16.1863 1.4417 99.9009 139607
0.3060 23.3341 0.0636 0.3550 16.1850 1.4417 99.9016 139657
0.3060 23.3341 0.0636 0.3550 16.1850 1.4417 99.9016 139707
0.3070 23.3385 0.0634 0.3522 16.1825 1.4422 99.9018 139757
0.3060 23.3385 0.0636 0.3522 16.1825 1.4422 99.9015 139807
0.3070 23.3385 0.0634 0.3522 16.1825 1.4422 99.9018 139857
0.3050 23.3305 0.0638 0.3517 16.1825 1.4417 99.9012 139907
0.3060 23.3305 0.0636 0.3517 16.1825 1.4417 99.9016 139957
0.3040 23.3305 0.0640 0.3517 16.1825 1.4417 99.9009 140007
0.3050 23.3448 0.0638 0.3510 16.1812 1.4427 99.9012 140057
0.3050 23.3448 0.0638 0.3510 16.1812 1.4427 99.9012 140108
0.3070 23.3448 0.0634 0.3510 16.1812 1.4427 99.9018 140158
0.3050 23.3430 0.0638 0.3494 16.1800 1.4427 99.9012 140208
0.3060 23.3430 0.0636 0.3494 16.1800 1.4427 99.9015 140258
0.3050 23.3412 0.0638 0.3477 16.1787 1.4427 99.9012 140308
0.3050 23.3412 0.0638 0.3477 16.1787 1.4427 99.9012 140358
0.3060 23.3412 0.0636 0.3477 16.1787 1.4427 99.9015 140408
0.3060 23.3313 0.0636 0.3455 16.1775 1.4422 99.9015 140458
0.3050 23.3313 0.0638 0.3455 16.1775 1.4422 99.9012 140508
