pc_time,gps_time,tow(sec),north(meters),east(meters),down(meters),h_accuracy(meters),v_accuracy(meters),distance(meters),num_sats,flags,num_hypothesis
2018-04-20 19:48:53.533442,2018-04-21 02:49:12.000000,528552.000,33.4720,7.3770,0.5850,0.0260,0.0570,34.2803,12,4,0
2018-04-20 19:48:53.626168,2018-04-21 02:49:12.100000,528552.100,33.4740,7.3810,0.5730,0.0260,0.0570,34.2829,12,4,0
2018-04-20 19:48:53.733394,2018-04-21 02:49:12.200000,528552.200,33.4770,7.3810,0.5780,0.0260,0.0580,34.2859,12,4,0
2018-04-20 19:48:53.821602,2018-04-21 02:49:12.300000,528552.300,33.4750,7.3810,0.5740,0.0270,0.0580,34.2839,12,4,0
2018-04-20 19:48:53.934151,2018-04-21 02:49:12.400000,528552.400,33.4770,7.3820,0.5660,0.0270,0.0590,34.2859,12,4,0
2018-04-20 19:48:54.029784,2018-04-21 02:49:12.500000,528552.500,33.4760,7.3840,0.5770,0.0270,0.0590,34.2856,12,4,0
2018-04-20 19:48:54.138570,2018-04-21 02:49:12.600000,528552.600,33.4760,7.3840,0.5750,0.0270,0.0600,34.2855,12,4,0
2018-04-20 19:48:54.220390,2018-04-21 02:49:12.700000,528552.700,33.4880,7.3770,0.5660,0.0220,0.0480,34.2956,12,4,0
2018-04-20 19:48:54.331393,2018-04-21 02:49:12.800000,528552.800,33.4880,7.3760,0.5630,0.0220,0.0490,34.2953,12,4,0
2018-04-20 19:48:54.424642,2018-04-21 02:49:12.900000,528552.900,33.4850,7.3750,0.5670,0.0220,0.0500,34.2922,12,4,0
2018-04-20 19:48:54.531618,2018-04-21 02:49:13.000000,528553.000,33.4870,7.3760,0.5670,0.0230,0.0500,34.2944,12,4,0
2018-04-20 19:48:54.622219,2018-04-21 02:49:13.100000,528553.100,33.4890,7.3760,0.5690,0.0230,0.0510,34.2964,12,4,0
2018-04-20 19:48:54.730420,2018-04-21 02:49:13.200000,528553.200,33.4870,7.3770,0.5640,0.0240,0.0520,34.2946,12,4,0
2018-04-20 19:48:54.819888,2018-04-21 02:49:13.300000,528553.300,33.4890,7.3780,0.5590,0.0240,0.0520,34.2967,12,4,0
2018-04-20 19:48:54.928775,2018-04-21 02:49:13.400000,528553.400,33.4880,7.3800,0.5550,0.0240,0.0530,34.2960,12,4,0
2018-04-20 19:48:55.019507,2018-04-21 02:49:13.500000,528553.500,33.4820,7.3760,0.5230,0.0240,0.0530,34.2888,12,4,0
2018-04-20 19:48:55.130719,2018-04-21 02:49:13.600000,528553.600,33.4800,7.3750,0.5350,0.0250,0.0540,34.2868,12,4,0
2018-04-20 19:48:55.221787,2018-04-21 02:49:13.700000,528553.700,33.4830,7.3790,0.5470,0.0250,0.0550,34.2908,12,4,0
2018-04-20 19:48:55.333449,2018-04-21 02:49:13.800000,528553.800,33.4870,7.3860,0.5660,0.0260,0.0590,34.2965,12,4,0
2018-04-20 19:48:55.426431,2018-04-21 02:49:13.900000,528553.900,33.4840,7.3840,0.5650,0.0260,0.0600,34.2932,12,4,0
2018-04-20 19:48:55.536913,2018-04-21 02:49:14.000000,528554.000,33.4780,7.3780,0.5890,0.0260,0.0600,34.2864,12,4,0
2018-04-20 19:48:55.629517,2018-04-21 02:49:14.100000,528554.100,33.4810,7.3810,0.5860,0.0260,0.0610,34.2899,12,4,0
2018-04-20 19:48:55.737485,2018-04-21 02:49:14.200000,528554.200,33.4710,7.3680,0.5560,0.0270,0.0610,34.2769,12,4,0
2018-04-20 19:48:55.836149,2018-04-21 02:49:14.300000,528554.300,33.4790,7.3760,0.5870,0.0270,0.0630,34.2869,12,4,0
2018-04-20 19:48:55.943569,2018-04-21 02:49:14.400000,528554.400,33.4840,7.3770,0.5810,0.0270,0.0630,34.2919,12,4,0
2018-04-20 19:48:56.028227,2018-04-21 02:49:14.500000,528554.500,33.4850,7.3660,0.5710,0.0280,0.0630,34.2904,12,4,0
2018-04-20 19:48:56.133670,2018-04-21 02:49:14.600000,528554.600,33.4880,7.3640,0.5720,0.0280,0.0640,34.2929,12,4,0
2018-04-20 19:48:56.223627,2018-04-21 02:49:14.700000,528554.700,33.5080,7.3730,0.5950,0.0280,0.0650,34.3147,12,4,0
2018-04-20 19:48:56.326920,2018-04-21 02:49:14.800000,528554.800,33.5230,7.3690,0.5870,0.0220,0.0520,34.3284,12,4,0
2018-04-20 19:48:56.419229,2018-04-21 02:49:14.900000,528554.900,33.5310,7.3660,0.5900,0.0230,0.0530,34.3356,12,4,0
2018-04-20 19:48:56.530684,2018-04-21 02:49:15.000000,528555.000,33.5390,7.3560,0.5970,0.0230,0.0530,34.3414,12,4,0
2018-04-20 19:48:56.620825,2018-04-21 02:49:15.100000,528555.100,33.5520,7.3490,0.5990,0.0240,0.0540,34.3526,12,4,0
2018-04-20 19:48:56.729324,2018-04-21 02:49:15.200000,528555.200,33.5680,7.3440,0.6030,0.0240,0.0550,34.3673,12,4,0
2018-04-20 19:48:56.818539,2018-04-21 02:49:15.300000,528555.300,33.5900,7.3370,0.5980,0.0240,0.0560,34.3872,12,4,0
2018-04-20 19:48:56.930838,2018-04-21 02:49:15.400000,528555.400,33.6110,7.3280,0.5950,0.0250,0.0560,34.4057,12,4,0
2018-04-20 19:48:57.017057,2018-04-21 02:49:15.500000,528555.500,33.6390,7.3230,0.5850,0.0250,0.0570,34.4318,12,4,0
2018-04-20 19:48:57.130823,2018-04-21 02:49:15.600000,528555.600,33.6690,7.3140,0.5830,0.0250,0.0580,34.4592,12,4,0
2018-04-20 19:48:57.218391,2018-04-21 02:49:15.700000,528555.700,33.6910,7.2980,0.5820,0.0260,0.0590,34.4773,12,4,0
2018-04-20 19:48:57.332862,2018-04-21 02:49:15.800000,528555.800,33.7190,7.2850,0.5810,0.0260,0.0590,34.5019,12,4,0
2018-04-20 19:48:57.422688,2018-04-21 02:49:15.900000,528555.900,33.7490,7.2740,0.5870,0.0260,0.0600,34.5290,12,4,0
2018-04-20 19:48:57.536375,2018-04-21 02:49:16.000000,528556.000,33.7730,7.2630,0.5930,0.0270,0.0610,34.5502,12,4,0
2018-04-20 19:48:57.623294,2018-04-21 02:49:16.100000,528556.100,33.8000,7.2560,0.5890,0.0270,0.0610,34.5751,12,4,0
2018-04-20 19:48:57.736374,2018-04-21 02:49:16.200000,528556.200,33.8190,7.2530,0.5860,0.0270,0.0620,34.5930,12,4,0
2018-04-20 19:48:57.822793,2018-04-21 02:49:16.300000,528556.300,33.8250,7.2490,0.6030,0.0270,0.0620,34.5983,12,4,0
2018-04-20 19:48:57.934462,2018-04-21 02:49:16.400000,528556.400,33.8300,7.2480,0.6030,0.0280,0.0630,34.6030,12,4,0
2018-04-20 19:48:58.024444,2018-04-21 02:49:16.500000,528556.500,33.8340,7.2460,0.5810,0.0280,0.0640,34.6061,12,4,0
2018-04-20 19:48:58.132462,2018-04-21 02:49:16.600000,528556.600,33.8380,7.2410,0.5800,0.0280,0.0640,34.6089,12,4,0
2018-04-20 19:48:58.218571,2018-04-21 02:49:16.700000,528556.700,33.8500,7.2360,0.5890,0.0220,0.0510,34.6198,12,4,0
2018-04-20 19:48:58.327392,2018-04-21 02:49:16.800000,528556.800,33.8550,7.2330,0.5900,0.0230,0.0520,34.6241,12,4,0
2018-04-20 19:48:58.418484,2018-04-21 02:49:16.900000,528556.900,33.8590,7.2330,0.5880,0.0230,0.0530,34.6279,12,4,0
2018-04-20 19:48:58.527103,2018-04-21 02:49:17.000000,528557.000,33.8640,7.2320,0.5790,0.0230,0.0530,34.6325,12,4,0
2018-04-20 19:48:58.616778,2018-04-21 02:49:17.100000,528557.100,33.8750,7.2250,0.5770,0.0240,0.0540,34.6417,12,4,0
2018-04-20 19:48:58.729630,2018-04-21 02:49:17.200000,528557.200,33.8940,7.2180,0.5760,0.0240,0.0550,34.6588,12,4,0
2018-04-20 19:48:58.820156,2018-04-21 02:49:17.300000,528557.300,33.9220,7.2070,0.5850,0.0240,0.0560,34.6841,12,4,0
2018-04-20 19:48:58.929621,2018-04-21 02:49:17.400000,528557.400,33.9610,7.1940,0.5860,0.0250,0.0560,34.7195,12,4,0
2018-04-20 19:48:59.020727,2018-04-21 02:49:17.500000,528557.500,34.0050,7.1790,0.5880,0.0250,0.0570,34.7595,12,4,0
2018-04-20 19:48:59.132811,2018-04-21 02:49:17.600000,528557.600,34.0530,7.1600,0.5880,0.0250,0.0580,34.8026,12,4,0
2018-04-20 19:48:59.220556,2018-04-21 02:49:17.700000,528557.700,34.1100,7.1400,0.5780,0.0260,0.0580,34.8541,12,4,0
2018-04-20 19:48:59.332127,2018-04-21 02:49:17.800000,528557.800,34.1770,7.1230,0.5760,0.0260,0.0590,34.9161,12,4,0
2018-04-20 19:48:59.428275,2018-04-21 02:49:17.900000,528557.900,34.2460,7.1000,0.5950,0.0260,0.0600,34.9793,12,4,0
2018-04-20 19:48:59.534113,2018-04-21 02:49:18.000000,528558.000,34.3140,7.0730,0.5930,0.0260,0.0600,35.0404,12,4,0
2018-04-20 19:48:59.625091,2018-04-21 02:49:18.100000,528558.100,34.3900,7.0480,0.5980,0.0270,0.0610,35.1099,12,4,0
2018-04-20 19:48:59.732275,2018-04-21 02:49:18.200000,528558.200,34.4710,7.0310,0.5910,0.0270,0.0620,35.1857,12,4,0
2018-04-20 19:48:59.825725,2018-04-21 02:49:18.300000,528558.300,34.5510,7.0070,0.5980,0.0270,0.0620,35.2594,12,4,0
2018-04-20 19:48:59.935318,2018-04-21 02:49:18.400000,528558.400,34.6340,6.9810,0.5920,0.0280,0.0630,35.3355,12,4,0
2018-04-20 19:49:0.026471,2018-04-21 02:49:18.500000,528558.500,34.7120,6.9570,0.5960,0.0280,0.0630,35.4073,12,4,0
2018-04-20 19:49:0.135885,2018-04-21 02:49:18.600000,528558.600,34.7960,6.9320,0.5970,0.0280,0.0640,35.4848,12,4,0
2018-04-20 19:49:0.218412,2018-04-21 02:49:18.700000,528558.700,34.8850,6.9040,0.5910,0.0220,0.0510,35.5665,12,4,0
2018-04-20 19:49:0.329117,2018-04-21 02:49:18.800000,528558.800,34.9680,6.8770,0.5950,0.0220,0.0520,35.6428,12,4,0
2018-04-20 19:49:0.418422,2018-04-21 02:49:18.900000,528558.900,35.0530,6.8520,0.5970,0.0230,0.0520,35.7214,12,4,0
2018-04-20 19:49:0.527736,2018-04-21 02:49:19.000000,528559.000,35.1390,6.8240,0.5990,0.0230,0.0530,35.8005,12,4,0
2018-04-20 19:49:0.620410,2018-04-21 02:49:19.100000,528559.100,35.2280,6.7970,0.5950,0.0240,0.0540,35.8827,12,4,0
2018-04-20 19:49:0.726343,2018-04-21 02:49:19.200000,528559.200,35.3170,6.7730,0.5910,0.0240,0.0550,35.9654,12,4,0
2018-04-20 19:49:0.823303,2018-04-21 02:49:19.300000,528559.300,35.4030,6.7480,0.5880,0.0240,0.0550,36.0452,12,4,0
2018-04-20 19:49:0.930934,2018-04-21 02:49:19.400000,528559.400,35.4830,6.7230,0.5930,0.0250,0.0560,36.1192,12,4,0
2018-04-20 19:49:1.025162,2018-04-21 02:49:19.500000,528559.500,35.5680,6.6990,0.5920,0.0250,0.0570,36.1982,12,4,0
2018-04-20 19:49:1.130826,2018-04-21 02:49:19.600000,528559.600,35.6470,6.6740,0.5880,0.0250,0.0570,36.2712,12,4,0
2018-04-20 19:49:1.222208,2018-04-21 02:49:19.700000,528559.700,35.7320,6.6530,0.5910,0.0250,0.0580,36.3509,12,4,0
2018-04-20 19:49:1.333361,2018-04-21 02:49:19.800000,528559.800,35.8180,6.6270,0.5880,0.0260,0.0590,36.4306,12,4,0
2018-04-20 19:49:1.422041,2018-04-21 02:49:19.900000,528559.900,35.9060,6.5960,0.5980,0.0260,0.0590,36.5117,12,4,0
2018-04-20 19:49:1.532336,2018-04-21 02:49:20.000000,528560.000,36.0030,6.5710,0.5900,0.0260,0.0600,36.6025,12,4,0
2018-04-20 19:49:1.624914,2018-04-21 02:49:20.100000,528560.100,36.0990,6.5420,0.5910,0.0270,0.0610,36.6918,12,4,0
2018-04-20 19:49:1.730407,2018-04-21 02:49:20.200000,528560.200,36.1960,6.5140,0.6010,0.0270,0.0610,36.7824,12,4,0
2018-04-20 19:49:1.825277,2018-04-21 02:49:20.300000,528560.300,36.2930,6.4880,0.5940,0.0270,0.0620,36.8731,12,4,0
2018-04-20 19:49:1.930884,2018-04-21 02:49:20.400000,528560.400,36.3930,6.4580,0.5930,0.0270,0.0620,36.9663,12,4,0
2018-04-20 19:49:2.024895,2018-04-21 02:49:20.500000,528560.500,36.4940,6.4280,0.5900,0.0280,0.0630,37.0605,12,4,0
2018-04-20 19:49:2.134149,2018-04-21 02:49:20.600000,528560.600,36.5950,6.4020,0.5910,0.0280,0.0630,37.1555,12,4,0
2018-04-20 19:49:2.224915,2018-04-21 02:49:20.700000,528560.700,36.6970,6.3670,0.6010,0.0220,0.0510,37.2501,12,4,0
2018-04-20 19:49:2.337508,2018-04-21 02:49:20.800000,528560.800,36.8000,6.3400,0.5890,0.0220,0.0510,37.3468,12,4,0
2018-04-20 19:49:2.423855,2018-04-21 02:49:20.900000,528560.900,36.9050,6.3150,0.5780,0.0230,0.0520,37.4459,12,4,0
2018-04-20 19:49:2.541277,2018-04-21 02:49:21.000000,528561.000,37.0030,6.2830,0.5820,0.0230,0.0530,37.5371,12,4,0
2018-04-20 19:49:2.621810,2018-04-21 02:49:21.100000,528561.100,37.1110,6.2550,0.5750,0.0230,0.0540,37.6388,12,4,0
2018-04-20 19:49:2.734691,2018-04-21 02:49:21.200000,528561.200,37.2190,6.2240,0.5830,0.0240,0.0540,37.7403,12,4,0
2018-04-20 19:49:2.823349,2018-04-21 02:49:21.300000,528561.300,37.3300,6.1920,0.5790,0.0240,0.0550,37.8445,12,4,0
2018-04-20 19:49:2.934798,2018-04-21 02:49:21.400000,528561.400,37.4420,6.1590,0.5790,0.0240,0.0560,37.9496,12,4,0
2018-04-20 19:49:3.023601,2018-04-21 02:49:21.500000,528561.500,37.5560,6.1220,0.5830,0.0250,0.0570,38.0562,12,4,0
2018-04-20 19:49:3.134799,2018-04-21 02:49:21.600000,528561.600,37.6710,6.0950,0.5670,0.0250,0.0570,38.1651,12,4,0
2018-04-20 19:49:3.223115,2018-04-21 02:49:21.700000,528561.700,37.7790,6.0580,0.5760,0.0250,0.0580,38.2660,12,4,0
2018-04-20 19:49:3.334961,2018-04-21 02:49:21.800000,528561.800,37.8980,6.0290,0.5720,0.0260,0.0580,38.3788,12,4,0
2018-04-20 19:49:3.422132,2018-04-21 02:49:21.900000,528561.900,38.0110,5.9950,0.5770,0.0260,0.0590,38.4852,12,4,0
2018-04-20 19:49:3.533647,2018-04-21 02:49:22.000000,528562.000,38.1270,5.9630,0.5830,0.0260,0.0600,38.5949,12,4,0
2018-04-20 19:49:3.621324,2018-04-21 02:49:22.100000,528562.100,38.2420,5.9300,0.5770,0.0270,0.0600,38.7033,12,4,0
2018-04-20 19:49:3.732808,2018-04-21 02:49:22.200000,528562.200,38.3550,5.8980,0.5750,0.0270,0.0610,38.8101,12,4,0
2018-04-20 19:49:3.822461,2018-04-21 02:49:22.300000,528562.300,38.4680,5.8670,0.5680,0.0270,0.0620,38.9170,12,4,0
2018-04-20 19:49:3.934423,2018-04-21 02:49:22.400000,528562.400,38.5810,5.8310,0.5750,0.0270,0.0620,39.0234,12,4,0
2018-04-20 19:49:4.023745,2018-04-21 02:49:22.500000,528562.500,38.6950,5.7970,0.5770,0.0280,0.0630,39.1311,12,4,0
2018-04-20 19:49:4.134810,2018-04-21 02:49:22.600000,528562.600,38.8100,5.7630,0.5800,0.0280,0.0630,39.2398,12,4,0
2018-04-20 19:49:4.222406,2018-04-21 02:49:22.700000,528562.700,38.9340,5.7280,0.5470,0.0220,0.0510,39.3569,12,4,0
2018-04-20 19:49:4.334037,2018-04-21 02:49:22.800000,528562.800,39.0460,5.6960,0.5450,0.0220,0.0510,39.4630,12,4,0
2018-04-20 19:49:4.427007,2018-04-21 02:49:22.900000,528562.900,39.1560,5.6610,0.5640,0.0230,0.0520,39.5671,12,4,0
2018-04-20 19:49:4.533721,2018-04-21 02:49:23.000000,528563.000,39.2690,5.6280,0.5570,0.0230,0.0530,39.6742,12,4,0
2018-04-20 19:49:4.625313,2018-04-21 02:49:23.100000,528563.100,39.3820,5.5920,0.5610,0.0230,0.0540,39.7810,12,4,0
2018-04-20 19:49:4.733658,2018-04-21 02:49:23.200000,528563.200,39.4900,5.5590,0.5560,0.0240,0.0540,39.8832,12,4,0
2018-04-20 19:49:4.827100,2018-04-21 02:49:23.300000,528563.300,39.6000,5.5250,0.5640,0.0240,0.0550,39.9875,12,4,0
2018-04-20 19:49:4.933124,2018-04-21 02:49:23.400000,528563.400,39.7110,5.4900,0.5570,0.0240,0.0560,40.0926,12,4,0
2018-04-20 19:49:5.028770,2018-04-21 02:49:23.500000,528563.500,39.8240,5.4560,0.5650,0.0250,0.0560,40.2000,12,4,0
2018-04-20 19:49:5.132755,2018-04-21 02:49:23.600000,528563.600,39.9320,5.4190,0.5650,0.0250,0.0570,40.3020,12,4,0
2018-04-20 19:49:5.222098,2018-04-21 02:49:23.700000,528563.700,40.0430,5.3810,0.5780,0.0250,0.0580,40.4071,12,4,0
2018-04-20 19:49:5.329989,2018-04-21 02:49:23.800000,528563.800,40.1560,5.3450,0.5730,0.0260,0.0580,40.5142,12,4,0
2018-04-20 19:49:5.423186,2018-04-21 02:49:23.900000,528563.900,40.2690,5.3110,0.5770,0.0260,0.0590,40.6218,12,4,0
2018-04-20 19:49:5.535860,2018-04-21 02:49:24.000000,528564.000,40.3790,5.2700,0.5830,0.0260,0.0600,40.7256,12,4,0
2018-04-20 19:49:5.622741,2018-04-21 02:49:24.100000,528564.100,40.4900,5.2340,0.5930,0.0270,0.0600,40.8312,12,4,0
2018-04-20 19:49:5.735549,2018-04-21 02:49:24.200000,528564.200,40.6000,5.1960,0.5800,0.0270,0.0610,40.9353,12,4,0
2018-04-20 19:49:5.822863,2018-04-21 02:49:24.300000,528564.300,40.7080,5.1590,0.5910,0.0270,0.0610,41.0379,12,4,0
2018-04-20 19:49:5.933477,2018-04-21 02:49:24.400000,528564.400,40.8240,5.1220,0.5840,0.0270,0.0620,41.1482,12,4,0
2018-04-20 19:49:6.024649,2018-04-21 02:49:24.500000,528564.500,40.9350,5.0790,0.5920,0.0280,0.0620,41.2531,12,4,0
2018-04-20 19:49:6.131772,2018-04-21 02:49:24.600000,528564.600,41.0430,5.0400,0.5980,0.0280,0.0630,41.3556,12,4,0
2018-04-20 19:49:6.223468,2018-04-21 02:49:24.700000,528564.700,41.1620,4.9970,0.6020,0.0220,0.0500,41.4686,12,4,0
2018-04-20 19:49:6.334189,2018-04-21 02:49:24.800000,528564.800,41.2720,4.9580,0.6080,0.0220,0.0510,41.5732,12,4,0
2018-04-20 19:49:6.422592,2018-04-21 02:49:24.900000,528564.900,41.3860,4.9170,0.5960,0.0230,0.0520,41.6813,12,4,0
2018-04-20 19:49:6.531780,2018-04-21 02:49:25.000000,528565.000,41.4990,4.8750,0.5970,0.0230,0.0530,41.7886,12,4,0
2018-04-20 19:49:6.623414,2018-04-21 02:49:25.100000,528565.100,41.6110,4.8340,0.6140,0.0230,0.0530,41.8953,12,4,0
2018-04-20 19:49:6.730368,2018-04-21 02:49:25.200000,528565.200,41.7220,4.7920,0.6120,0.0240,0.0540,42.0008,12,4,0
2018-04-20 19:49:6.824292,2018-04-21 02:49:25.300000,528565.300,41.8330,4.7510,0.6050,0.0240,0.0550,42.1063,12,4,0
2018-04-20 19:49:6.934393,2018-04-21 02:49:25.400000,528565.400,41.9460,4.7110,0.5980,0.0240,0.0560,42.2140,12,4,0
2018-04-20 19:49:7.028183,2018-04-21 02:49:25.500000,528565.500,42.0550,4.6700,0.6010,0.0250,0.0560,42.3178,12,4,0
2018-04-20 19:49:7.137790,2018-04-21 02:49:25.600000,528565.600,42.1690,4.6260,0.5900,0.0250,0.0570,42.4261,12,4,0
2018-04-20 19:49:7.227878,2018-04-21 02:49:25.700000,528565.700,42.2810,4.5810,0.5960,0.0250,0.0580,42.5326,12,4,0
2018-04-20 19:49:7.338475,2018-04-21 02:49:25.800000,528565.800,42.3920,4.5370,0.6070,0.0260,0.0580,42.6384,12,4,0
2018-04-20 19:49:7.425626,2018-04-21 02:49:25.900000,528565.900,42.5030,4.4930,0.6070,0.0260,0.0590,42.7441,12,4,0
2018-04-20 19:49:7.539075,2018-04-21 02:49:26.000000,528566.000,42.6130,4.4450,0.6010,0.0260,0.0590,42.8484,12,4,0
2018-04-20 19:49:7.628161,2018-04-21 02:49:26.100000,528566.100,42.7270,4.4030,0.6020,0.0260,0.0600,42.9575,12,4,0
2018-04-20 19:49:7.740914,2018-04-21 02:49:26.200000,528566.200,42.8420,4.3580,0.6050,0.0270,0.0610,43.0673,12,4,0
2018-04-20 19:49:7.830676,2018-04-21 02:49:26.300000,528566.300,42.9550,4.3120,0.6020,0.0270,0.0610,43.1751,12,4,0
2018-04-20 19:49:7.939266,2018-04-21 02:49:26.400000,528566.400,43.0690,4.2670,0.6010,0.0270,0.0620,43.2840,12,4,0
2018-04-20 19:49:8.029559,2018-04-21 02:49:26.500000,528566.500,43.1810,4.2230,0.5980,0.0270,0.0620,43.3911,12,4,0
2018-04-20 19:49:8.142592,2018-04-21 02:49:26.600000,528566.600,43.2960,4.1740,0.6060,0.0280,0.0630,43.5010,12,4,0
2018-04-20 19:49:8.231200,2018-04-21 02:49:26.700000,528566.700,43.4100,4.1300,0.6030,0.0280,0.0630,43.6102,12,4,0
2018-04-20 19:49:8.333524,2018-04-21 02:49:26.800000,528566.800,43.5260,4.0820,0.6000,0.0220,0.0500,43.7211,12,4,0
2018-04-20 19:49:8.423563,2018-04-21 02:49:26.900000,528566.900,43.6400,4.0370,0.6000,0.0230,0.0510,43.8304,12,4,0
2018-04-20 19:49:8.533270,2018-04-21 02:49:27.000000,528567.000,43.7530,3.9940,0.6120,0.0230,0.0510,43.9392,12,4,0
2018-04-20 19:49:8.623803,2018-04-21 02:49:27.100000,528567.100,43.8620,3.9480,0.6060,0.0230,0.0520,44.0435,12,4,0
2018-04-20 19:49:8.734833,2018-04-21 02:49:27.200000,528567.200,43.9790,3.9050,0.6010,0.0240,0.0520,44.1561,12,4,0
2018-04-20 19:49:8.825722,2018-04-21 02:49:27.300000,528567.300,44.0940,3.8590,0.6190,0.0240,0.0530,44.2669,12,4,0
2018-04-20 19:49:8.935240,2018-04-21 02:49:27.400000,528567.400,44.2090,3.8090,0.6220,0.0240,0.0530,44.3771,12,4,0
2018-04-20 19:49:9.025665,2018-04-21 02:49:27.500000,528567.500,44.3290,3.7660,0.6150,0.0240,0.0540,44.4929,12,4,0
2018-04-20 19:49:9.136104,2018-04-21 02:49:27.600000,528567.600,44.4430,3.7230,0.6080,0.0250,0.0540,44.6028,12,4,0
2018-04-20 19:49:9.225138,2018-04-21 02:49:27.700000,528567.700,44.5550,3.6770,0.6080,0.0250,0.0550,44.7106,12,4,0
2018-04-20 19:49:9.333780,2018-04-21 02:49:27.800000,528567.800,44.6720,3.6360,0.6120,0.0250,0.0550,44.8239,12,4,0
2018-04-20 19:49:9.429842,2018-04-21 02:49:27.900000,528567.900,44.7880,3.5930,0.6160,0.0260,0.0560,44.9361,12,4,0
2018-04-20 19:49:9.533420,2018-04-21 02:49:28.000000,528568.000,44.9030,3.5480,0.6160,0.0260,0.0560,45.0472,12,4,0
2018-04-20 19:49:9.625786,2018-04-21 02:49:28.100000,528568.100,45.0210,3.5080,0.6100,0.0260,0.0570,45.1616,12,4,0
2018-04-20 19:49:9.732807,2018-04-21 02:49:28.200000,528568.200,45.1330,3.4630,0.6060,0.0260,0.0570,45.2697,12,4,0
2018-04-20 19:49:9.824659,2018-04-21 02:49:28.300000,528568.300,45.2460,3.4210,0.5950,0.0270,0.0580,45.3790,12,4,0
2018-04-20 19:49:9.935243,2018-04-21 02:49:28.400000,528568.400,45.3640,3.3790,0.5900,0.0270,0.0580,45.4935,12,4,0
2018-04-20 19:49:10.023551,2018-04-21 02:49:28.500000,528568.500,45.4840,3.3350,0.6110,0.0270,0.0590,45.6102,12,4,0
2018-04-20 19:49:10.139120,2018-04-21 02:49:28.600000,528568.600,45.5950,3.2880,0.5700,0.0270,0.0590,45.7170,12,4,0
2018-04-20 19:49:10.233836,2018-04-21 02:49:28.700000,528568.700,45.7170,3.2460,0.5940,0.0220,0.0500,45.8359,12,4,0
2018-04-20 19:49:10.336604,2018-04-21 02:49:28.800000,528568.800,45.8310,3.2010,0.5580,0.0220,0.0500,45.9460,12,4,0
2018-04-20 19:49:10.428901,2018-04-21 02:49:28.900000,528568.900,45.9480,3.1570,0.5400,0.0230,0.0500,46.0595,12,4,0
2018-04-20 19:49:10.544301,2018-04-21 02:49:29.000000,528569.000,46.0660,3.1200,0.5890,0.0230,0.0530,46.1753,12,4,0
2018-04-20 19:49:10.624570,2018-04-21 02:49:29.100000,528569.100,46.1780,3.0750,0.5750,0.0230,0.0520,46.2838,12,4,0
2018-04-20 19:49:10.738978,2018-04-21 02:49:29.200000,528569.200,46.2890,3.0320,0.5510,0.0240,0.0520,46.3915,12,4,0
2018-04-20 19:49:10.829763,2018-04-21 02:49:29.300000,528569.300,46.4050,2.9860,0.5460,0.0240,0.0530,46.5042,12,4,0
2018-04-20 19:49:10.934569,2018-04-21 02:49:29.400000,528569.400,46.5210,2.9430,0.5450,0.0240,0.0530,46.6172,12,4,0
2018-04-20 19:49:11.028111,2018-04-21 02:49:29.500000,528569.500,46.6470,2.9110,0.6040,0.0250,0.0560,46.7416,12,4,0
2018-04-20 19:49:11.131818,2018-04-21 02:49:29.600000,528569.600,46.7600,2.8690,0.6050,0.0250,0.0570,46.8518,12,4,0
2018-04-20 19:49:11.224647,2018-04-21 02:49:29.700000,528569.700,46.8750,2.8270,0.5920,0.0250,0.0570,46.9639,12,4,0
2018-04-20 19:49:11.333187,2018-04-21 02:49:29.800000,528569.800,46.9940,2.7890,0.5940,0.0260,0.0580,47.0804,12,4,0
2018-04-20 19:49:11.426006,2018-04-21 02:49:29.900000,528569.900,47.1070,2.7470,0.6010,0.0260,0.0590,47.1909,12,4,0
2018-04-20 19:49:11.533553,2018-04-21 02:49:30.000000,528570.000,47.2210,2.7070,0.6000,0.0260,0.0590,47.3023,12,4,0
2018-04-20 19:49:11.625200,2018-04-21 02:49:30.100000,528570.100,47.3350,2.6640,0.5960,0.0260,0.0600,47.4137,12,4,0
2018-04-20 19:49:11.734136,2018-04-21 02:49:30.200000,528570.200,47.4490,2.6240,0.6050,0.0260,0.0600,47.5254,12,4,0
2018-04-20 19:49:11.826567,2018-04-21 02:49:30.300000,528570.300,47.5630,2.5820,0.6000,0.0270,0.0610,47.6368,12,4,0
2018-04-20 19:49:11.934376,2018-04-21 02:49:30.400000,528570.400,47.6770,2.5410,0.5990,0.0270,0.0610,47.7484,12,4,0
2018-04-20 19:49:12.025280,2018-04-21 02:49:30.500000,528570.500,47.7900,2.4990,0.6040,0.0270,0.0620,47.8591,12,4,0
2018-04-20 19:49:12.132002,2018-04-21 02:49:30.600000,528570.600,47.9000,2.4580,0.6030,0.0270,0.0620,47.9668,12,4,0
2018-04-20 19:49:12.223232,2018-04-21 02:49:30.700000,528570.700,48.0130,2.4160,0.5890,0.0220,0.0500,48.0774,12,4,0
2018-04-20 19:49:12.334208,2018-04-21 02:49:30.800000,528570.800,48.1270,2.3760,0.5860,0.0220,0.0510,48.1892,12,4,0
2018-04-20 19:49:12.425996,2018-04-21 02:49:30.900000,528570.900,48.2420,2.3380,0.5740,0.0220,0.0520,48.3020,12,4,0
